Governorate,Date,Weather_Code,Max_Temp,Min_Temp,Avg_Humidity,Source
Cairo,2022-01-01,51,18.3,8.6,79,Open-Meteo Historical Weather API
Cairo,2022-01-02,51,19.4,8.8,81,Open-Meteo Historical Weather API
Cairo,2022-01-03,3,20.5,10.2,78,Open-Meteo Historical Weather API
Cairo,2022-01-04,3,19.5,10.5,74,Open-Meteo Historical Weather API
Cairo,2022-01-05,3,20.3,10.2,72,Open-Meteo Historical Weather API
Cairo,2022-01-06,3,20.4,7.8,74,Open-Meteo Historical Weather API
Cairo,2022-01-07,3,19.6,7.4,78,Open-Meteo Historical Weather API
Cairo,2022-01-08,0,21.9,6.8,69,Open-Meteo Historical Weather API
Cairo,2022-01-09,3,18.1,8.9,58,Open-Meteo Historical Weather API
Cairo,2022-01-10,0,17.4,8.2,54,Open-Meteo Historical Weather API
Cairo,2022-01-11,0,20.2,8.4,44,Open-Meteo Historical Weather API
Cairo,2022-01-12,3,20.1,10.2,37,Open-Meteo Historical Weather API
Cairo,2022-01-13,3,19.6,8.6,53,Open-Meteo Historical Weather API
Cairo,2022-01-14,51,16.1,9.6,71,Open-Meteo Historical Weather API
Cairo,2022-01-15,3,16.9,8.1,59,Open-Meteo Historical Weather API
Cairo,2022-01-16,51,18.0,8.9,60,Open-Meteo Historical Weather API
Cairo,2022-01-17,3,15.8,5.8,66,Open-Meteo Historical Weather API
Cairo,2022-01-18,2,16.1,5.2,60,Open-Meteo Historical Weather API
Cairo,2022-01-19,61,14.4,8.3,57,Open-Meteo Historical Weather API
Cairo,2022-01-20,3,15.4,5.8,53,Open-Meteo Historical Weather API
Cairo,2022-01-21,1,15.9,3.7,65,Open-Meteo Historical Weather API
Cairo,2022-01-22,1,16.8,4.3,59,Open-Meteo Historical Weather API
Cairo,2022-01-23,2,17.4,7.6,55,Open-Meteo Historical Weather API
Cairo,2022-01-24,51,15.8,6.2,63,Open-Meteo Historical Weather API
Cairo,2022-01-25,3,15.9,4.2,49,Open-Meteo Historical Weather API
Cairo,2022-01-26,55,11.5,7.7,64,Open-Meteo Historical Weather API
Cairo,2022-01-27,3,15.0,6.2,59,Open-Meteo Historical Weather API
Cairo,2022-01-28,3,15.7,5.8,67,Open-Meteo Historical Weather API
Cairo,2022-01-29,3,17.0,5.4,61,Open-Meteo Historical Weather API
Cairo,2022-01-30,3,18.1,6.1,59,Open-Meteo Historical Weather API
Cairo,2022-01-31,51,17.0,8.1,58,Open-Meteo Historical Weather API
Cairo,2022-02-01,3,18.8,8.3,67,Open-Meteo Historical Weather API
Cairo,2022-02-02,3,20.3,7.2,56,Open-Meteo Historical Weather API
Cairo,2022-02-03,51,18.5,9.7,46,Open-Meteo Historical Weather API
Cairo,2022-02-04,51,16.8,9.6,57,Open-Meteo Historical Weather API
Cairo,2022-02-05,3,18.0,8.5,61,Open-Meteo Historical Weather API
Cairo,2022-02-06,3,19.5,6.5,63,Open-Meteo Historical Weather API
Cairo,2022-02-07,0,22.4,7.1,57,Open-Meteo Historical Weather API
Cairo,2022-02-08,0,23.9,7.7,49,Open-Meteo Historical Weather API
Cairo,2022-02-09,2,17.8,7.7,51,Open-Meteo Historical Weather API
Cairo,2022-02-10,3,16.6,8.6,56,Open-Meteo Historical Weather API
Cairo,2022-02-11,3,19.5,7.6,62,Open-Meteo Historical Weather API
Cairo,2022-02-12,0,21.1,7.3,61,Open-Meteo Historical Weather API
Cairo,2022-02-13,3,22.0,8.6,69,Open-Meteo Historical Weather API
Cairo,2022-02-14,3,20.4,7.3,63,Open-Meteo Historical Weather API
Cairo,2022-02-15,2,20.1,8.2,66,Open-Meteo Historical Weather API
Cairo,2022-02-16,3,20.3,8.9,60,Open-Meteo Historical Weather API
Cairo,2022-02-17,3,19.0,10.1,65,Open-Meteo Historical Weather API
Cairo,2022-02-18,63,20.0,7.0,74,Open-Meteo Historical Weather API
Cairo,2022-02-19,63,15.4,8.6,73,Open-Meteo Historical Weather API
Cairo,2022-02-20,3,20.3,7.8,69,Open-Meteo Historical Weather API
Cairo,2022-02-21,3,22.5,8.4,66,Open-Meteo Historical Weather API
Cairo,2022-02-22,3,24.0,9.4,61,Open-Meteo Historical Weather API
Cairo,2022-02-23,51,24.7,11.1,57,Open-Meteo Historical Weather API
Cairo,2022-02-24,61,18.0,9.4,61,Open-Meteo Historical Weather API
Cairo,2022-02-25,51,18.1,10.9,58,Open-Meteo Historical Weather API
Cairo,2022-02-26,3,20.4,9.9,59,Open-Meteo Historical Weather API
Cairo,2022-02-27,3,21.8,8.1,56,Open-Meteo Historical Weather API
Cairo,2022-02-28,3,23.5,9.4,54,Open-Meteo Historical Weather API
Cairo,2022-03-01,3,26.0,9.7,51,Open-Meteo Historical Weather API
Cairo,2022-03-02,3,28.9,13.8,38,Open-Meteo Historical Weather API
Cairo,2022-03-03,3,19.6,12.4,49,Open-Meteo Historical Weather API
Cairo,2022-03-04,3,20.6,7.7,58,Open-Meteo Historical Weather API
Cairo,2022-03-05,3,24.3,10.4,52,Open-Meteo Historical Weather API
Cairo,2022-03-06,51,30.3,15.6,31,Open-Meteo Historical Weather API
Cairo,2022-03-07,3,24.2,14.1,63,Open-Meteo Historical Weather API
Cairo,2022-03-08,3,25.5,13.3,47,Open-Meteo Historical Weather API
Cairo,2022-03-09,53,23.8,13.3,64,Open-Meteo Historical Weather API
Cairo,2022-03-10,3,19.6,9.9,54,Open-Meteo Historical Weather API
Cairo,2022-03-11,3,17.1,9.5,50,Open-Meteo Historical Weather API
Cairo,2022-03-12,3,17.5,7.3,46,Open-Meteo Historical Weather API
Cairo,2022-03-13,3,18.0,6.2,52,Open-Meteo Historical Weather API
Cairo,2022-03-14,3,15.6,5.7,49,Open-Meteo Historical Weather API
Cairo,2022-03-15,3,15.8,5.8,54,Open-Meteo Historical Weather API
Cairo,2022-03-16,3,18.7,7.7,44,Open-Meteo Historical Weather API
Cairo,2022-03-17,0,20.5,5.6,50,Open-Meteo Historical Weather API
Cairo,2022-03-18,2,22.0,8.9,57,Open-Meteo Historical Weather API
Cairo,2022-03-19,3,21.4,7.9,60,Open-Meteo Historical Weather API
Cairo,2022-03-20,51,18.7,9.2,47,Open-Meteo Historical Weather API
Cairo,2022-03-21,51,18.7,8.9,51,Open-Meteo Historical Weather API
Cairo,2022-03-22,3,17.7,6.3,51,Open-Meteo Historical Weather API
Cairo,2022-03-23,3,17.9,6.8,49,Open-Meteo Historical Weather API
Cairo,2022-03-24,53,18.4,8.2,51,Open-Meteo Historical Weather API
Cairo,2022-03-25,3,18.9,8.6,53,Open-Meteo Historical Weather API
Cairo,2022-03-26,0,23.8,8.9,48,Open-Meteo Historical Weather API
Cairo,2022-03-27,3,24.5,8.9,54,Open-Meteo Historical Weather API
Cairo,2022-03-28,3,23.9,9.4,59,Open-Meteo Historical Weather API
Cairo,2022-03-29,3,27.8,10.1,56,Open-Meteo Historical Weather API
Cairo,2022-03-30,3,29.0,9.2,48,Open-Meteo Historical Weather API
Cairo,2022-03-31,3,30.5,12.9,22,Open-Meteo Historical Weather API
Cairo,2022-04-01,3,34.0,12.0,35,Open-Meteo Historical Weather API
Cairo,2022-04-02,3,36.3,15.6,21,Open-Meteo Historical Weather API
Cairo,2022-04-03,3,30.9,16.5,31,Open-Meteo Historical Weather API
Cairo,2022-04-04,3,33.5,16.0,30,Open-Meteo Historical Weather API
Cairo,2022-04-05,3,40.5,15.9,17,Open-Meteo Historical Weather API
Cairo,2022-04-06,3,37.8,23.0,13,Open-Meteo Historical Weather API
Cairo,2022-04-07,3,39.0,18.4,27,Open-Meteo Historical Weather API
Cairo,2022-04-08,3,31.0,18.6,35,Open-Meteo Historical Weather API
Cairo,2022-04-09,3,29.3,13.4,53,Open-Meteo Historical Weather API
Cairo,2022-04-10,3,31.1,14.8,53,Open-Meteo Historical Weather API
Cairo,2022-04-11,1,30.4,14.9,51,Open-Meteo Historical Weather API
Cairo,2022-04-12,3,24.2,13.6,47,Open-Meteo Historical Weather API
Cairo,2022-04-13,3,26.1,11.6,52,Open-Meteo Historical Weather API
Cairo,2022-04-14,3,27.4,13.4,52,Open-Meteo Historical Weather API
Cairo,2022-04-15,3,28.6,12.5,52,Open-Meteo Historical Weather API
Cairo,2022-04-16,3,32.0,14.1,43,Open-Meteo Historical Weather API
Cairo,2022-04-17,3,41.0,16.5,22,Open-Meteo Historical Weather API
Cairo,2022-04-18,3,31.4,21.1,31,Open-Meteo Historical Weather API
Cairo,2022-04-19,63,28.3,15.6,51,Open-Meteo Historical Weather API
Cairo,2022-04-20,3,26.2,13.8,54,Open-Meteo Historical Weather API
Cairo,2022-04-21,3,27.5,13.6,54,Open-Meteo Historical Weather API
Cairo,2022-04-22,3,28.6,13.6,55,Open-Meteo Historical Weather API
Cairo,2022-04-23,3,31.6,14.8,52,Open-Meteo Historical Weather API
Cairo,2022-04-24,1,32.7,13.8,42,Open-Meteo Historical Weather API
Cairo,2022-04-25,0,34.4,16.4,37,Open-Meteo Historical Weather API
Cairo,2022-04-26,3,35.2,16.9,34,Open-Meteo Historical Weather API
Cairo,2022-04-27,1,33.5,15.9,37,Open-Meteo Historical Weather API
Cairo,2022-04-28,0,33.7,15.5,38,Open-Meteo Historical Weather API
Cairo,2022-04-29,3,39.3,17.5,22,Open-Meteo Historical Weather API
Cairo,2022-04-30,2,32.4,21.4,27,Open-Meteo Historical Weather API
Cairo,2022-05-01,2,31.6,16.6,45,Open-Meteo Historical Weather API
Cairo,2022-05-02,3,33.6,18.5,33,Open-Meteo Historical Weather API
Cairo,2022-05-03,3,32.4,21.0,35,Open-Meteo Historical Weather API
Cairo,2022-05-04,3,28.9,18.2,54,Open-Meteo Historical Weather API
Cairo,2022-05-05,1,27.7,14.2,52,Open-Meteo Historical Weather API
Cairo,2022-05-06,0,29.2,14.7,45,Open-Meteo Historical Weather API
Cairo,2022-05-07,3,30.0,13.5,45,Open-Meteo Historical Weather API
Cairo,2022-05-08,3,33.1,16.8,30,Open-Meteo Historical Weather API
Cairo,2022-05-09,0,35.0,19.5,25,Open-Meteo Historical Weather API
Cairo,2022-05-10,0,32.4,17.4,38,Open-Meteo Historical Weather API
Cairo,2022-05-11,3,32.0,18.0,39,Open-Meteo Historical Weather API
Cairo,2022-05-12,3,32.1,17.0,41,Open-Meteo Historical Weather API
Cairo,2022-05-13,3,34.3,17.2,43,Open-Meteo Historical Weather API
Cairo,2022-05-14,3,34.0,19.4,44,Open-Meteo Historical Weather API
Cairo,2022-05-15,3,32.0,17.5,45,Open-Meteo Historical Weather API
Cairo,2022-05-16,3,29.8,17.5,47,Open-Meteo Historical Weather API
Cairo,2022-05-17,3,33.5,16.6,41,Open-Meteo Historical Weather API
Cairo,2022-05-18,0,35.0,17.6,37,Open-Meteo Historical Weather API
Cairo,2022-05-19,0,36.5,18.6,34,Open-Meteo Historical Weather API
Cairo,2022-05-20,3,37.8,19.9,28,Open-Meteo Historical Weather API
Cairo,2022-05-21,3,31.1,19.4,53,Open-Meteo Historical Weather API
Cairo,2022-05-22,0,29.1,15.1,40,Open-Meteo Historical Weather API
Cairo,2022-05-23,0,32.8,15.8,41,Open-Meteo Historical Weather API
Cairo,2022-05-24,0,35.0,16.8,44,Open-Meteo Historical Weather API
Cairo,2022-05-25,0,35.5,18.5,39,Open-Meteo Historical Weather API
Cairo,2022-05-26,0,35.8,19.4,39,Open-Meteo Historical Weather API
Cairo,2022-05-27,0,37.3,19.8,37,Open-Meteo Historical Weather API
Cairo,2022-05-28,0,38.3,20.4,35,Open-Meteo Historical Weather API
Cairo,2022-05-29,0,39.2,20.2,30,Open-Meteo Historical Weather API
Cairo,2022-05-30,0,41.4,22.2,25,Open-Meteo Historical Weather API
Cairo,2022-05-31,0,38.3,22.6,35,Open-Meteo Historical Weather API
Cairo,2022-06-01,0,34.2,19.7,48,Open-Meteo Historical Weather API
Cairo,2022-06-02,0,34.3,18.9,49,Open-Meteo Historical Weather API
Cairo,2022-06-03,0,35.7,18.9,46,Open-Meteo Historical Weather API
Cairo,2022-06-04,0,37.7,21.9,42,Open-Meteo Historical Weather API
Cairo,2022-06-05,0,37.4,21.8,44,Open-Meteo Historical Weather API
Cairo,2022-06-06,3,36.0,21.6,44,Open-Meteo Historical Weather API
Cairo,2022-06-07,0,36.5,21.5,41,Open-Meteo Historical Weather API
Cairo,2022-06-08,0,38.7,21.0,42,Open-Meteo Historical Weather API
Cairo,2022-06-09,0,42.0,24.6,25,Open-Meteo Historical Weather API
Cairo,2022-06-10,0,41.1,23.9,34,Open-Meteo Historical Weather API
Cairo,2022-06-11,1,44.1,22.8,29,Open-Meteo Historical Weather API
Cairo,2022-06-12,0,35.2,23.1,42,Open-Meteo Historical Weather API
Cairo,2022-06-13,0,33.6,21.5,47,Open-Meteo Historical Weather API
Cairo,2022-06-14,0,34.7,21.8,41,Open-Meteo Historical Weather API
Cairo,2022-06-15,3,36.7,22.1,48,Open-Meteo Historical Weather API
Cairo,2022-06-16,1,36.4,22.3,51,Open-Meteo Historical Weather API
Cairo,2022-06-17,0,37.3,21.8,49,Open-Meteo Historical Weather API
Cairo,2022-06-18,2,37.0,22.6,49,Open-Meteo Historical Weather API
Cairo,2022-06-19,0,36.1,19.8,45,Open-Meteo Historical Weather API
Cairo,2022-06-20,0,36.0,19.8,45,Open-Meteo Historical Weather API
Cairo,2022-06-21,0,34.9,19.6,47,Open-Meteo Historical Weather API
Cairo,2022-06-22,0,36.3,20.0,47,Open-Meteo Historical Weather API
Cairo,2022-06-23,0,38.8,20.5,46,Open-Meteo Historical Weather API
Cairo,2022-06-24,0,40.5,23.0,38,Open-Meteo Historical Weather API
Cairo,2022-06-25,0,37.8,23.7,41,Open-Meteo Historical Weather API
Cairo,2022-06-26,0,37.3,21.1,42,Open-Meteo Historical Weather API
Cairo,2022-06-27,0,36.5,22.5,41,Open-Meteo Historical Weather API
Cairo,2022-06-28,3,35.3,22.1,49,Open-Meteo Historical Weather API
Cairo,2022-06-29,0,35.7,22.5,46,Open-Meteo Historical Weather API
Cairo,2022-06-30,1,34.9,23.0,49,Open-Meteo Historical Weather API
Cairo,2022-07-01,0,36.0,22.5,45,Open-Meteo Historical Weather API
Cairo,2022-07-02,0,36.7,22.0,45,Open-Meteo Historical Weather API
Cairo,2022-07-03,0,38.0,23.0,44,Open-Meteo Historical Weather API
Cairo,2022-07-04,0,38.8,24.2,33,Open-Meteo Historical Weather API
Cairo,2022-07-05,0,38.0,23.5,39,Open-Meteo Historical Weather API
Cairo,2022-07-06,0,37.8,21.9,37,Open-Meteo Historical Weather API
Cairo,2022-07-07,0,38.0,21.0,39,Open-Meteo Historical Weather API
Cairo,2022-07-08,0,37.0,21.4,51,Open-Meteo Historical Weather API
Cairo,2022-07-09,0,39.2,22.6,47,Open-Meteo Historical Weather API
Cairo,2022-07-10,1,38.0,23.4,47,Open-Meteo Historical Weather API
Cairo,2022-07-11,2,35.4,22.7,50,Open-Meteo Historical Weather API
Cairo,2022-07-12,1,37.4,21.5,50,Open-Meteo Historical Weather API
Cairo,2022-07-13,1,37.0,22.5,52,Open-Meteo Historical Weather API
Cairo,2022-07-14,3,37.3,22.6,48,Open-Meteo Historical Weather API
Cairo,2022-07-15,0,35.3,20.9,46,Open-Meteo Historical Weather API
Cairo,2022-07-16,0,37.0,21.5,44,Open-Meteo Historical Weather API
Cairo,2022-07-17,3,38.3,23.0,47,Open-Meteo Historical Weather API
Cairo,2022-07-18,0,39.8,21.6,43,Open-Meteo Historical Weather API
Cairo,2022-07-19,0,40.0,23.1,34,Open-Meteo Historical Weather API
Cairo,2022-07-20,0,39.2,24.5,43,Open-Meteo Historical Weather API
Cairo,2022-07-21,0,38.1,22.5,47,Open-Meteo Historical Weather API
Cairo,2022-07-22,2,38.0,22.2,48,Open-Meteo Historical Weather API
Cairo,2022-07-23,0,39.2,21.6,42,Open-Meteo Historical Weather API
Cairo,2022-07-24,1,39.8,21.7,45,Open-Meteo Historical Weather API
Cairo,2022-07-25,1,39.6,20.9,41,Open-Meteo Historical Weather API
Cairo,2022-07-26,0,39.6,21.9,33,Open-Meteo Historical Weather API
Cairo,2022-07-27,0,39.4,22.6,40,Open-Meteo Historical Weather API
Cairo,2022-07-28,0,40.2,22.9,31,Open-Meteo Historical Weather API
Cairo,2022-07-29,1,40.1,22.9,34,Open-Meteo Historical Weather API
Cairo,2022-07-30,0,39.2,23.2,34,Open-Meteo Historical Weather API
Cairo,2022-07-31,0,37.8,21.2,43,Open-Meteo Historical Weather API
Cairo,2022-08-01,0,40.2,23.5,48,Open-Meteo Historical Weather API
Cairo,2022-08-02,0,39.0,23.6,45,Open-Meteo Historical Weather API
Cairo,2022-08-03,0,38.4,22.1,45,Open-Meteo Historical Weather API
Cairo,2022-08-04,0,39.0,21.5,47,Open-Meteo Historical Weather API
Cairo,2022-08-05,1,38.0,23.5,49,Open-Meteo Historical Weather API
Cairo,2022-08-06,1,38.5,23.2,51,Open-Meteo Historical Weather API
Cairo,2022-08-07,0,36.5,22.1,45,Open-Meteo Historical Weather API
Cairo,2022-08-08,0,38.3,22.6,41,Open-Meteo Historical Weather API
Cairo,2022-08-09,0,38.2,24.8,44,Open-Meteo Historical Weather API
Cairo,2022-08-10,1,37.8,24.5,46,Open-Meteo Historical Weather API
Cairo,2022-08-11,0,37.2,24.4,43,Open-Meteo Historical Weather API
Cairo,2022-08-12,0,37.0,23.4,46,Open-Meteo Historical Weather API
Cairo,2022-08-13,0,37.3,23.2,46,Open-Meteo Historical Weather API
Cairo,2022-08-14,0,37.4,22.1,50,Open-Meteo Historical Weather API
Cairo,2022-08-15,1,36.7,22.8,53,Open-Meteo Historical Weather API
Cairo,2022-08-16,0,37.2,23.4,48,Open-Meteo Historical Weather API
Cairo,2022-08-17,0,36.6,22.9,47,Open-Meteo Historical Weather API
Cairo,2022-08-18,2,37.9,21.6,50,Open-Meteo Historical Weather API
Cairo,2022-08-19,0,37.3,22.8,47,Open-Meteo Historical Weather API
Cairo,2022-08-20,0,40.0,23.4,48,Open-Meteo Historical Weather API
Cairo,2022-08-21,0,38.0,22.3,38,Open-Meteo Historical Weather API
Cairo,2022-08-22,0,39.1,23.5,42,Open-Meteo Historical Weather API
Cairo,2022-08-23,0,40.5,24.8,38,Open-Meteo Historical Weather API
Cairo,2022-08-24,0,41.5,26.1,34,Open-Meteo Historical Weather API
Cairo,2022-08-25,3,38.2,25.1,55,Open-Meteo Historical Weather API
Cairo,2022-08-26,0,37.0,23.4,49,Open-Meteo Historical Weather API
Cairo,2022-08-27,0,37.5,22.6,51,Open-Meteo Historical Weather API
Cairo,2022-08-28,2,37.7,24.3,55,Open-Meteo Historical Weather API
Cairo,2022-08-29,1,37.8,24.0,55,Open-Meteo Historical Weather API
Cairo,2022-08-30,2,37.7,25.3,54,Open-Meteo Historical Weather API
Cairo,2022-08-31,2,38.1,24.9,54,Open-Meteo Historical Weather API
Cairo,2022-09-01,3,37.2,23.2,52,Open-Meteo Historical Weather API
Cairo,2022-09-02,1,36.5,22.8,54,Open-Meteo Historical Weather API
Cairo,2022-09-03,0,37.3,23.6,49,Open-Meteo Historical Weather API
Cairo,2022-09-04,3,37.4,23.8,51,Open-Meteo Historical Weather API
Cairo,2022-09-05,3,36.4,23.1,56,Open-Meteo Historical Weather API
Cairo,2022-09-06,2,36.7,23.4,53,Open-Meteo Historical Weather API
Cairo,2022-09-07,3,36.2,22.0,54,Open-Meteo Historical Weather API
Cairo,2022-09-08,1,36.7,23.5,51,Open-Meteo Historical Weather API
Cairo,2022-09-09,3,37.1,23.9,53,Open-Meteo Historical Weather API
Cairo,2022-09-10,3,37.0,22.9,51,Open-Meteo Historical Weather API
Cairo,2022-09-11,0,37.5,20.9,50,Open-Meteo Historical Weather API
Cairo,2022-09-12,3,37.0,22.9,56,Open-Meteo Historical Weather API
Cairo,2022-09-13,3,35.2,22.8,57,Open-Meteo Historical Weather API
Cairo,2022-09-14,0,34.3,21.0,49,Open-Meteo Historical Weather API
Cairo,2022-09-15,1,32.8,21.4,49,Open-Meteo Historical Weather API
Cairo,2022-09-16,0,32.7,20.0,42,Open-Meteo Historical Weather API
Cairo,2022-09-17,1,34.2,20.9,56,Open-Meteo Historical Weather API
Cairo,2022-09-18,0,34.0,21.3,50,Open-Meteo Historical Weather API
Cairo,2022-09-19,1,33.8,20.5,55,Open-Meteo Historical Weather API
Cairo,2022-09-20,1,33.5,21.4,55,Open-Meteo Historical Weather API
Cairo,2022-09-21,3,33.9,20.3,50,Open-Meteo Historical Weather API
Cairo,2022-09-22,0,36.2,20.9,39,Open-Meteo Historical Weather API
Cairo,2022-09-23,0,36.0,23.8,51,Open-Meteo Historical Weather API
Cairo,2022-09-24,0,37.8,22.8,53,Open-Meteo Historical Weather API
Cairo,2022-09-25,0,37.8,23.0,53,Open-Meteo Historical Weather API
Cairo,2022-09-26,0,38.2,22.8,55,Open-Meteo Historical Weather API
Cairo,2022-09-27,0,38.8,22.2,51,Open-Meteo Historical Weather API
Cairo,2022-09-28,0,37.2,22.5,47,Open-Meteo Historical Weather API
Cairo,2022-09-29,0,38.5,22.9,41,Open-Meteo Historical Weather API
Cairo,2022-09-30,0,38.7,24.1,45,Open-Meteo Historical Weather API
Cairo,2022-10-01,0,40.0,24.1,46,Open-Meteo Historical Weather API
Cairo,2022-10-02,0,38.3,21.2,52,Open-Meteo Historical Weather API
Cairo,2022-10-03,1,34.2,23.5,56,Open-Meteo Historical Weather API
Cairo,2022-10-04,0,32.5,20.9,53,Open-Meteo Historical Weather API
Cairo,2022-10-05,1,33.7,18.9,56,Open-Meteo Historical Weather API
Cairo,2022-10-06,2,32.7,21.5,55,Open-Meteo Historical Weather API
Cairo,2022-10-07,0,30.1,17.5,50,Open-Meteo Historical Weather API
Cairo,2022-10-08,3,30.0,18.8,47,Open-Meteo Historical Weather API
Cairo,2022-10-09,3,30.2,18.4,54,Open-Meteo Historical Weather API
Cairo,2022-10-10,3,30.9,17.0,56,Open-Meteo Historical Weather API
Cairo,2022-10-11,1,31.2,18.1,56,Open-Meteo Historical Weather API
Cairo,2022-10-12,3,30.9,19.0,60,Open-Meteo Historical Weather API
Cairo,2022-10-13,3,31.3,18.3,57,Open-Meteo Historical Weather API
Cairo,2022-10-14,3,30.4,16.8,56,Open-Meteo Historical Weather API
Cairo,2022-10-15,3,32.3,16.9,48,Open-Meteo Historical Weather API
Cairo,2022-10-16,1,30.3,20.7,40,Open-Meteo Historical Weather API
Cairo,2022-10-17,3,30.0,19.2,53,Open-Meteo Historical Weather API
Cairo,2022-10-18,1,29.3,17.6,58,Open-Meteo Historical Weather API
Cairo,2022-10-19,3,29.5,18.6,58,Open-Meteo Historical Weather API
Cairo,2022-10-20,1,30.1,17.9,59,Open-Meteo Historical Weather API
Cairo,2022-10-21,1,30.2,18.1,59,Open-Meteo Historical Weather API
Cairo,2022-10-22,3,29.4,18.5,59,Open-Meteo Historical Weather API
Cairo,2022-10-23,2,28.3,18.0,59,Open-Meteo Historical Weather API
Cairo,2022-10-24,1,29.1,17.4,55,Open-Meteo Historical Weather API
Cairo,2022-10-25,53,25.8,17.6,63,Open-Meteo Historical Weather API
Cairo,2022-10-26,63,28.3,16.3,69,Open-Meteo Historical Weather API
Cairo,2022-10-27,51,29.8,18.1,67,Open-Meteo Historical Weather API
Cairo,2022-10-28,3,30.3,19.0,65,Open-Meteo Historical Weather API
Cairo,2022-10-29,3,29.1,17.1,65,Open-Meteo Historical Weather API
Cairo,2022-10-30,2,28.2,16.8,62,Open-Meteo Historical Weather API
Cairo,2022-10-31,0,28.4,17.1,57,Open-Meteo Historical Weather API
Cairo,2022-11-01,3,27.2,15.5,57,Open-Meteo Historical Weather API
Cairo,2022-11-02,1,27.2,16.0,59,Open-Meteo Historical Weather API
Cairo,2022-11-03,3,27.8,15.9,60,Open-Meteo Historical Weather API
Cairo,2022-11-04,3,27.8,15.3,62,Open-Meteo Historical Weather API
Cairo,2022-11-05,1,26.8,14.6,59,Open-Meteo Historical Weather API
Cairo,2022-11-06,0,26.5,14.9,57,Open-Meteo Historical Weather API
Cairo,2022-11-07,0,28.0,14.6,45,Open-Meteo Historical Weather API
Cairo,2022-11-08,3,26.1,16.6,61,Open-Meteo Historical Weather API
Cairo,2022-11-09,3,26.3,15.9,60,Open-Meteo Historical Weather API
Cairo,2022-11-10,0,25.8,14.4,57,Open-Meteo Historical Weather API
Cairo,2022-11-11,1,27.2,14.3,62,Open-Meteo Historical Weather API
Cairo,2022-11-12,1,27.8,14.1,60,Open-Meteo Historical Weather API
Cairo,2022-11-13,0,29.0,14.4,59,Open-Meteo Historical Weather API
Cairo,2022-11-14,3,27.9,16.3,58,Open-Meteo Historical Weather API
Cairo,2022-11-15,1,24.5,14.0,59,Open-Meteo Historical Weather API
Cairo,2022-11-16,1,23.6,12.8,61,Open-Meteo Historical Weather API
Cairo,2022-11-17,2,24.8,12.1,58,Open-Meteo Historical Weather API
Cairo,2022-11-18,1,26.5,14.9,54,Open-Meteo Historical Weather API
Cairo,2022-11-19,0,27.0,12.6,56,Open-Meteo Historical Weather API
Cairo,2022-11-20,3,28.1,15.2,60,Open-Meteo Historical Weather API
Cairo,2022-11-21,3,27.5,11.9,58,Open-Meteo Historical Weather API
Cairo,2022-11-22,3,26.8,16.4,63,Open-Meteo Historical Weather API
Cairo,2022-11-23,3,25.1,13.2,63,Open-Meteo Historical Weather API
Cairo,2022-11-24,3,24.4,13.9,50,Open-Meteo Historical Weather API
Cairo,2022-11-25,51,24.5,15.6,50,Open-Meteo Historical Weather API
Cairo,2022-11-26,3,23.0,12.8,60,Open-Meteo Historical Weather API
Cairo,2022-11-27,3,22.1,13.0,59,Open-Meteo Historical Weather API
Cairo,2022-11-28,3,23.0,11.7,66,Open-Meteo Historical Weather API
Cairo,2022-11-29,0,24.5,11.4,54,Open-Meteo Historical Weather API
Cairo,2022-11-30,0,25.5,11.4,53,Open-Meteo Historical Weather API
Cairo,2022-12-01,0,25.5,10.3,46,Open-Meteo Historical Weather API
Cairo,2022-12-02,3,25.1,10.6,59,Open-Meteo Historical Weather API
Cairo,2022-12-03,3,25.2,14.9,65,Open-Meteo Historical Weather API
Cairo,2022-12-04,3,24.9,11.7,66,Open-Meteo Historical Weather API
Cairo,2022-12-05,51,23.6,13.8,65,Open-Meteo Historical Weather API
Cairo,2022-12-06,3,23.0,12.7,67,Open-Meteo Historical Weather API
Cairo,2022-12-07,3,22.7,12.6,68,Open-Meteo Historical Weather API
Cairo,2022-12-08,3,24.2,9.6,56,Open-Meteo Historical Weather API
Cairo,2022-12-09,3,25.8,11.1,49,Open-Meteo Historical Weather API
Cairo,2022-12-10,0,24.9,10.4,51,Open-Meteo Historical Weather API
Cairo,2022-12-11,3,24.6,10.4,63,Open-Meteo Historical Weather API
Cairo,2022-12-12,3,25.6,13.6,45,Open-Meteo Historical Weather API
Cairo,2022-12-13,3,23.9,12.5,68,Open-Meteo Historical Weather API
Cairo,2022-12-14,3,25.5,13.8,56,Open-Meteo Historical Weather API
Cairo,2022-12-15,0,25.5,13.1,51,Open-Meteo Historical Weather API
Cairo,2022-12-16,0,24.4,12.7,68,Open-Meteo Historical Weather API
Cairo,2022-12-17,3,25.3,16.2,75,Open-Meteo Historical Weather API
Cairo,2022-12-18,3,26.1,15.9,69,Open-Meteo Historical Weather API
Cairo,2022-12-19,3,25.4,14.1,73,Open-Meteo Historical Weather API
Cairo,2022-12-20,3,23.5,12.0,70,Open-Meteo Historical Weather API
Cairo,2022-12-21,3,21.5,12.4,65,Open-Meteo Historical Weather API
Cairo,2022-12-22,61,20.6,12.0,69,Open-Meteo Historical Weather API
Cairo,2022-12-23,61,19.8,11.0,83,Open-Meteo Historical Weather API
