Governorate,Condition,High Temp (C),Low Temp (C),Date
Beheira,mostly sunny,20.0,11.1,2025-03-20
Beheira,mostly sunny,17.8,7.8,2025-03-21
Beheira,mostly sunny,17.8,12.2,2025-03-22
Beheira,mostly sunny,21.1,10.0,2025-03-23
Beheira,mostly sunny,28.9,8.9,2025-03-24
Beheira,mostly sunny,33.9,11.1,2025-03-25
Beheira,mostly sunny,32.8,17.2,2025-03-26
Beheira,mostly sunny,36.1,18.9,2025-03-27
Beheira,mostly sunny,37.2,21.1,2025-03-28
Beheira,mostly sunny,25.0,13.9,2025-03-29
Beheira,mostly sunny,22.8,15.0,2025-03-30
Beheira,mostly sunny,27.8,17.8,2025-03-31
Beheira,mostly sunny,30.0,20.0,2025-04-01
Beheira,mostly sunny,18.9,15.0,2025-04-02
Beheira,mostly sunny,27.8,12.8,2025-04-03
Beheira,mostly sunny,27.2,15.0,2025-04-04
Beheira,mostly sunny,32.2,16.1,2025-04-05
Beheira,mostly sunny,31.1,20.0,2025-04-06
Beheira,mostly sunny,27.8,18.9,2025-04-07
Beheira,mostly sunny,40.0,27.8,2025-04-08
Beheira,mostly sunny,28.9,21.1,2025-04-09
Beheira,mostly sunny,22.8,13.9,2025-04-10
Beheira,mostly sunny,22.8,11.1,2025-04-11
Beheira,mostly sunny,26.1,12.2,2025-04-12
Beheira,mostly sunny,27.2,13.9,2025-04-13
Beheira,mostly sunny,25.0,11.1,2025-04-14
Beheira,mostly sunny,26.1,12.2,2025-04-15
Beheira,mostly sunny,28.9,13.9,2025-04-16
Beheira,mostly sunny,31.1,12.2,2025-04-17
Beheira,mostly sunny,32.2,13.9,2025-04-18
Beheira,mostly sunny,32.8,15.0,2025-04-19
Beheira,mostly sunny,33.9,16.1,2025-04-20
Beheira,mostly sunny,37.8,18.9,2025-04-21
Beheira,mostly sunny,42.2,23.9,2025-04-22
Beheira,mostly sunny,43.9,23.9,2025-04-23
Beheira,mostly sunny,32.2,21.1,2025-04-24
Beheira,mostly sunny,28.9,17.8,2025-04-25
Beheira,mostly sunny,30.0,17.8,2025-04-26
Beheira,mostly sunny,30.0,17.2,2025-04-27
Beheira,mostly sunny,31.1,17.2,2025-04-28
Beheira,mostly sunny,36.1,17.8,2025-04-29
Beheira,foggy,32.2,22.8,2025-04-30
Beheira,mostly sunny,27.8,17.2,2025-05-01
Beheira,mostly sunny,27.8,16.1,2025-05-02
Beheira,mostly sunny,27.2,16.1,2025-05-03
Beheira,mostly cloudy,27.2,15.0,2025-05-04
Beheira,mostly sunny,28.9,16.1,2025-05-05
Beheira,mostly sunny,32.2,17.2,2025-05-06
Beheira,mostly sunny,35.0,17.8,2025-05-07
Beheira,mostly sunny,36.1,17.8,2025-05-08
Beheira,mostly sunny,40.0,18.9,2025-05-09
Beheira,mostly sunny,38.9,22.2,2025-05-10
Beheira,mostly sunny,40.0,22.8,2025-05-11
Beheira,mostly sunny,33.9,22.2,2025-05-12
Beheira,mostly sunny,38.9,22.2,2025-05-13
Beheira,mostly sunny,32.2,22.8,2025-05-14
Beheira,mostly sunny,35.0,17.8,2025-05-15
Beheira,mostly sunny,41.1,21.1,2025-05-16
Beheira,mostly sunny,46.1,26.1,2025-05-17
Beheira,foggy,41.1,-17.8,2025-05-18
Beheira,mostly sunny,33.9,18.9,2025-05-19
Beheira,mostly sunny,30.0,17.8,2025-05-20
Beheira,mostly sunny,30.0,17.2,2025-05-21
Beheira,mostly sunny,32.2,17.2,2025-05-22
Beheira,mostly sunny,33.9,17.8,2025-05-23
Beheira,mostly sunny,37.8,18.9,2025-05-24
Beheira,mostly sunny,41.1,22.2,2025-05-25
Beheira,mostly sunny,42.8,22.2,2025-05-26
Beheira,mostly sunny,31.1,18.9,2025-05-27
Beheira,mostly sunny,32.2,17.8,2025-05-28
Beheira,mostly sunny,33.9,18.9,2025-05-29
Beheira,mostly sunny,33.9,21.1,2025-05-30
Beheira,mostly sunny,33.9,21.1,2025-05-31
Beheira,mostly sunny,32.8,20.0,2025-06-01
Beheira,mostly sunny,32.2,21.1,2025-06-02
Beheira,mostly sunny,31.1,18.9,2025-06-03
Beheira,mostly sunny,33.9,20.0,2025-06-04
Beheira,mostly sunny,36.1,18.9,2025-06-05
Beheira,mostly sunny,36.1,21.1,2025-06-06
Beheira,mostly sunny,36.1,20.0,2025-06-07
Beheira,mostly sunny,37.2,22.2,2025-06-08
Beheira,mostly sunny,36.1,21.1,2025-06-09
Beheira,mostly sunny,37.8,22.8,2025-06-10
Beheira,mostly sunny,38.9,25.0,2025-06-11
Beheira,mostly sunny,37.8,23.9,2025-06-12
Beheira,mostly sunny,37.8,23.9,2025-06-13
Beheira,mostly sunny,37.2,22.8,2025-06-14
Beheira,mostly sunny,36.1,21.1,2025-06-15
Beheira,mostly sunny,35.0,20.0,2025-06-16
Beheira,mostly sunny,33.9,20.0,2025-06-17
Beheira,mostly sunny,35.0,21.1,2025-06-18
Beheira,mostly sunny,32.2,22.8,2025-06-19
Beheira,mostly sunny,40.0,27.8,2025-07-01
Beheira,mostly sunny,37.2,23.9,2025-07-02
Beheira,mostly sunny,38.9,25.0,2025-07-03
Beheira,mostly sunny,37.8,25.0,2025-07-04
Beheira,mostly sunny,37.8,25.0,2025-07-05
Beheira,mostly sunny,37.2,22.8,2025-07-06
Beheira,mostly sunny,37.8,22.8,2025-07-07
Beheira,mostly sunny,37.8,23.9,2025-07-08
Beheira,mostly sunny,37.2,22.8,2025-07-09
Beheira,mostly sunny,37.2,23.9,2025-07-10
Beheira,mostly sunny,38.9,23.9,2025-07-11
Beheira,mostly sunny,37.8,22.8,2025-07-12
Beheira,mostly sunny,36.1,23.9,2025-07-13
Beheira,mostly sunny,37.2,22.8,2025-07-14
Beheira,mostly sunny,37.8,23.9,2025-07-15
Beheira,tornado,28.9,27.2,2025-07-16
Beheira,mostly sunny,41.1,27.2,2025-07-17
Beheira,mostly sunny,42.2,27.2,2025-07-18
Beheira,mostly sunny,38.9,27.2,2025-07-19
Beheira,mostly sunny,37.8,25.0,2025-07-20
Beheira,mostly sunny,37.2,25.0,2025-07-21
Beheira,mostly sunny,38.9,23.9,2025-07-22
Beheira,mostly sunny,40.0,25.0,2025-07-23
Beheira,mostly sunny,41.1,26.1,2025-07-24
Beheira,mostly sunny,38.9,27.2,2025-07-25
Beheira,mostly sunny,41.1,26.1,2025-07-26
Beheira,mostly sunny,42.8,27.2,2025-07-27
Beheira,mostly sunny,42.2,27.2,2025-07-28
Beheira,mostly sunny,40.0,26.1,2025-07-29
Beheira,mostly sunny,37.8,26.1,2025-07-30
Beheira,mostly sunny,37.8,25.0,2025-07-31
Beheira,mostly sunny,35.0,25.0,2025-08-01
Beheira,mostly sunny,36.1,25.0,2025-08-02
Beheira,mostly sunny,37.2,25.0,2025-08-03
Beheira,mostly sunny,37.8,25.0,2025-08-04
Beheira,mostly sunny,37.2,25.0,2025-08-05
Beheira,mostly sunny,35.0,23.9,2025-08-06
Beheira,mostly sunny,33.9,22.8,2025-08-07
Beheira,mostly sunny,36.1,22.8,2025-08-08
Beheira,mostly sunny,37.2,23.9,2025-08-09
Beheira,mostly sunny,38.9,26.1,2025-08-10
Beheira,mostly sunny,40.0,27.2,2025-08-11
Beheira,mostly sunny,41.1,27.2,2025-08-12
Beheira,mostly sunny,41.1,26.1,2025-08-13
Beheira,mostly sunny,42.2,27.8,2025-08-14
Beheira,mostly sunny,42.8,27.2,2025-08-15
Beheira,mostly sunny,37.2,25.0,2025-08-16
Beheira,mostly sunny,35.0,23.9,2025-08-17
Beheira,mostly sunny,38.9,22.2,2025-08-18
Beheira,mostly sunny,41.1,25.0,2025-08-19
Beheira,mostly sunny,37.2,27.2,2025-08-20
Beheira,mostly sunny,37.2,22.8,2025-08-21
Beheira,mostly sunny,36.1,22.8,2025-08-22
Beheira,mostly sunny,37.2,22.8,2025-08-23
Beheira,mostly sunny,37.8,23.9,2025-08-24
Beheira,mostly sunny,37.2,23.9,2025-08-25
Beheira,mostly sunny,36.1,22.8,2025-08-26
Beheira,mostly sunny,36.1,22.8,2025-08-27
Beheira,mostly sunny,36.1,22.2,2025-08-28
Beheira,mostly sunny,37.8,22.2,2025-08-29
Beheira,mostly sunny,37.8,25.0,2025-08-30
Beheira,mostly sunny,38.9,26.1,2025-08-31
Beheira,mostly sunny,37.2,23.9,2025-09-01
Beheira,mostly sunny,37.8,23.9,2025-09-02
Beheira,mostly sunny,37.2,22.2,2025-09-03
Beheira,mostly sunny,36.1,22.2,2025-09-04
Beheira,mostly sunny,36.1,23.9,2025-09-05
Beheira,mostly sunny,35.0,23.9,2025-09-06
Beheira,mostly sunny,32.8,22.2,2025-09-07
Beheira,mostly sunny,32.8,22.2,2025-09-08
Beheira,mostly sunny,32.8,21.1,2025-09-09
Beheira,mostly sunny,32.2,21.1,2025-09-10
Beheira,mostly sunny,32.8,22.2,2025-09-11
Beheira,mostly sunny,36.1,-17.8,2025-09-12
Beheira,mostly sunny,36.1,22.2,2025-09-13
Beheira,mostly sunny,36.1,21.1,2025-09-14
Beheira,mostly sunny,35.0,22.8,2025-09-15
Beheira,mostly sunny,32.8,22.8,2025-09-16
Beheira,mostly sunny,32.8,21.1,2025-09-17
Beheira,mostly sunny,32.8,21.1,2025-09-18
Beheira,mostly sunny,33.9,22.2,2025-09-19
Beheira,mostly sunny,32.2,20.0,2025-09-20
Beheira,mostly sunny,32.2,21.1,2025-09-21
Beheira,mostly sunny,32.2,20.0,2025-09-22
Beheira,mostly sunny,32.2,18.9,2025-09-23
Beheira,mostly sunny,32.8,20.0,2025-09-24
Beheira,mostly sunny,32.2,20.0,2025-09-25
Beheira,mostly sunny,31.1,18.9,2025-09-26
Beheira,mostly sunny,32.8,21.1,2025-09-27
Beheira,mostly sunny,32.8,20.0,2025-09-28
Beheira,mostly sunny,35.0,20.0,2025-09-29
Beheira,mostly sunny,36.1,21.1,2025-09-30
Beheira,mostly sunny,33.9,22.2,2025-10-01
Beheira,mostly sunny,38.9,20.0,2025-10-02
Beheira,mostly sunny,33.9,22.2,2025-10-03
Beheira,mostly sunny,33.9,20.0,2025-10-04
Beheira,mostly sunny,32.2,20.0,2025-10-05
Beheira,mostly sunny,31.1,18.9,2025-10-06
Beheira,mostly sunny,32.8,17.8,2025-10-07
Beheira,mostly sunny,35.0,17.8,2025-10-08
Beheira,mostly sunny,30.0,20.0,2025-10-09
Beheira,mostly sunny,28.9,16.1,2025-10-10
Beheira,mostly sunny,27.8,17.2,2025-10-11
Beheira,mostly sunny,27.2,17.2,2025-10-12
Beheira,mostly sunny,27.8,17.2,2025-10-13
Beheira,mostly sunny,30.0,16.1,2025-10-14
Beheira,mostly sunny,28.9,16.1,2025-10-15
Beheira,mostly sunny,32.2,17.2,2025-10-16
Beheira,mostly sunny,31.1,17.2,2025-10-17
Beheira,mostly sunny,30.0,17.8,2025-10-18
Beheira,mostly sunny,32.2,17.2,2025-10-19
Beheira,mostly sunny,36.1,16.1,2025-10-20
Beheira,mostly sunny,36.1,17.2,2025-10-21
Beheira,mostly sunny,35.0,18.9,2025-10-22
Beheira,mostly sunny,33.9,1.1,2025-10-23
Beheira,mostly sunny,32.8,18.9,2025-10-24
Beheira,mostly sunny,32.8,17.8,2025-10-25
Beheira,mostly sunny,32.2,17.8,2025-10-26
Beheira,mostly sunny,30.0,17.8,2025-10-27
Beheira,mostly sunny,31.1,17.2,2025-10-28
Beheira,mostly sunny,30.0,17.2,2025-10-29
Beheira,tornado,21.1,21.1,2025-10-30
Beheira,mostly sunny,28.9,17.2,2025-10-31
Beheira,mostly sunny,31.1,16.1,2025-11-01
Beheira,mostly cloudy,31.1,18.9,2025-11-02
Beheira,mostly sunny,36.1,21.1,2025-11-03
Beheira,foggy,33.9,18.9,2025-11-04
Beheira,mostly sunny,30.0,17.8,2025-11-05
Beheira,mostly sunny,28.9,17.8,2025-11-06
Beheira,mostly sunny,27.2,16.1,2025-11-07
Beheira,mostly sunny,27.8,15.0,2025-11-08
Beheira,mostly sunny,30.0,16.1,2025-11-09
Beheira,mostly sunny,28.9,16.1,2025-11-10
Beheira,mostly sunny,28.9,15.0,2025-11-11
Beheira,mostly sunny,27.2,15.0,2025-11-12
Beheira,mostly sunny,26.1,13.9,2025-11-13
Beheira,mostly sunny,23.9,12.8,2025-11-14
Beheira,mostly sunny,25.0,12.2,2025-11-15
Beheira,mostly sunny,25.0,12.2,2025-11-16
Beheira,mostly sunny,25.0,12.2,2025-11-17
Beheira,mostly sunny,23.9,12.2,2025-11-18
Beheira,mostly sunny,27.8,11.1,2025-11-19
Beheira,mostly sunny,28.9,11.1,2025-11-20
Beheira,mostly sunny,32.8,13.9,2025-11-21
Beheira,mostly sunny,32.8,17.2,2025-11-22
Beheira,mostly sunny,32.8,17.2,2025-11-23
Beheira,foggy,25.0,17.2,2025-11-24
Beheira,mostly sunny,22.8,15.0,2025-11-25
Beheira,mostly sunny,23.9,11.1,2025-11-26
Beheira,mostly sunny,22.8,8.9,2025-11-27
Beheira,mostly sunny,23.9,8.9,2025-11-28
Beheira,mostly sunny,27.2,12.2,2025-11-29
Beheira,mostly sunny,20.0,13.9,2025-11-30
Beheira,mostly sunny,20.0,10.0,2025-12-01
Beheira,mostly sunny,22.8,10.0,2025-12-02
Beheira,mostly sunny,23.9,11.1,2025-12-03
Beheira,mostly sunny,27.8,10.0,2025-12-04
Beheira,partly cloudy,27.2,12.8,2025-12-05
Beheira,mostly sunny,22.8,12.2,2025-12-06
Beheira,mostly sunny,20.0,7.8,2025-12-07
Beheira,mostly sunny,21.1,8.9,2025-12-08
Beheira,partly cloudy,20.0,10.0,2025-12-09
Beheira,mostly sunny,21.1,11.1,2025-12-10
Beheira,mostly sunny,20.0,8.9,2025-12-11
Beheira,mostly sunny,20.0,7.8,2025-12-12
Beheira,mostly sunny,21.1,7.8,2025-12-13
Beheira,mostly sunny,21.1,10.0,2025-12-14
Beheira,mostly sunny,20.0,10.0,2025-12-15
Beheira,mostly sunny,18.9,8.9,2025-12-16
Beheira,mostly sunny,20.0,7.8,2025-12-17
Beheira,mostly sunny,17.8,7.2,2025-12-18
Beheira,mostly sunny,21.1,3.9,2025-12-19
Beheira,mostly sunny,22.2,6.1,2025-12-20
Beheira,mostly sunny,22.8,7.8,2025-12-21
Beheira,mostly sunny,22.2,7.8,2025-12-22
Beheira,mostly sunny,18.9,7.2,2025-12-23
Beheira,mostly sunny,21.1,6.1,2025-12-24
Beheira,mostly sunny,21.1,10.0,2025-12-25
Beheira,mostly sunny,20.0,8.9,2025-12-26
Beheira,mostly sunny,20.0,8.9,2025-12-27
Beheira,mostly sunny,22.2,7.2,2025-12-28
Beheira,mostly sunny,20.0,8.9,2025-12-29
Beheira,mostly sunny,21.1,7.2,2025-12-30
Beheira,mostly sunny,23.9,7.2,2025-12-31
Ismailia,mostly sunny,17.2,7.8,2022-01-01
Ismailia,foggy,15.0,7.2,2022-01-02
Ismailia,foggy,13.9,7.2,2022-01-03
Ismailia,foggy,17.2,6.1,2022-01-04
Ismailia,mostly sunny,17.2,5.0,2022-01-05
Ismailia,mostly sunny,18.9,5.0,2022-01-06
Ismailia,mostly sunny,20.0,7.2,2022-01-07
Ismailia,mostly sunny,21.1,6.1,2022-01-08
Ismailia,mostly sunny,17.2,7.8,2022-01-09
Ismailia,mostly sunny,17.8,7.2,2022-01-10
Ismailia,mostly sunny,18.9,5.0,2022-01-11
Ismailia,mostly sunny,22.2,7.2,2022-01-12
Ismailia,mostly sunny,17.8,7.2,2022-01-13
Ismailia,mostly sunny,17.2,7.2,2022-01-14
Ismailia,mostly sunny,17.2,5.0,2022-01-15
Ismailia,mostly sunny,16.1,3.9,2022-01-16
Ismailia,mostly sunny,16.1,3.9,2022-01-17
Ismailia,mostly sunny,13.9,3.9,2022-01-18
Ismailia,mostly sunny,16.1,3.9,2022-01-19
Ismailia,mostly sunny,12.8,3.9,2022-01-20
Ismailia,mostly sunny,15.0,2.2,2022-01-21
Ismailia,mostly sunny,15.0,2.8,2022-01-22
Ismailia,mostly sunny,17.8,2.8,2022-01-23
Ismailia,mostly sunny,16.1,5.0,2022-01-24
Ismailia,mostly sunny,15.0,2.8,2022-01-25
Ismailia,mostly sunny,15.0,2.8,2022-01-26
Ismailia,mostly sunny,13.9,2.8,2022-01-27
Ismailia,mostly sunny,15.0,2.8,2022-01-28
Ismailia,mostly sunny,17.2,2.2,2022-01-29
Ismailia,mostly sunny,17.8,3.9,2022-01-30
Ismailia,mostly sunny,17.2,5.0,2022-01-31
Ismailia,mostly sunny,17.8,6.1,2022-02-01
Ismailia,mostly sunny,20.0,5.0,2022-02-02
Ismailia,mostly sunny,18.9,7.2,2022-02-03
Ismailia,mostly sunny,16.1,7.8,2022-02-04
Ismailia,mostly sunny,16.1,6.1,2022-02-05
Ismailia,mostly sunny,17.2,5.0,2022-02-06
Ismailia,mostly sunny,18.9,5.0,2022-02-07
Ismailia,mostly sunny,22.8,6.1,2022-02-08
Ismailia,mostly sunny,20.0,7.8,2022-02-09
Ismailia,mostly sunny,15.0,5.0,2022-02-10
Ismailia,mostly sunny,17.2,7.2,2022-02-11
Ismailia,mostly sunny,22.2,5.0,2022-02-12
Ismailia,mostly sunny,21.1,5.0,2022-02-13
Ismailia,mostly sunny,17.8,6.1,2022-02-14
Ismailia,mostly sunny,17.8,7.2,2022-02-15
Ismailia,mostly sunny,18.9,7.2,2022-02-16
Ismailia,mostly sunny,21.1,7.8,2022-02-17
Ismailia,mostly sunny,18.9,7.8,2022-02-18
Ismailia,mostly sunny,18.9,7.2,2022-02-19
Ismailia,mostly sunny,20.0,6.1,2022-02-20
Ismailia,mostly sunny,22.8,7.2,2022-02-21
Ismailia,mostly sunny,23.9,7.8,2022-02-22
Ismailia,mostly sunny,27.2,10.0,2022-02-23
Ismailia,mostly sunny,20.0,8.9,2022-02-24
Ismailia,mostly sunny,21.1,8.9,2022-02-25
Ismailia,mostly sunny,20.0,7.2,2022-02-26
Ismailia,mostly sunny,21.1,7.2,2022-02-27
Ismailia,mostly sunny,22.8,7.8,2022-02-28
Ismailia,mostly sunny,27.2,7.8,2022-03-01
Ismailia,mostly sunny,31.1,7.8,2022-03-02
Ismailia,foggy,18.9,12.2,2022-03-03
Ismailia,mostly sunny,21.1,7.2,2022-03-04
Ismailia,mostly sunny,27.2,10.0,2022-03-05
Ismailia,foggy,33.9,18.9,2022-03-06
Ismailia,mostly sunny,22.8,16.1,2022-03-07
Ismailia,mostly sunny,32.2,12.2,2022-03-08
Ismailia,mostly sunny,26.1,15.0,2022-03-09
Ismailia,foggy,21.1,8.9,2022-03-10
Ismailia,mostly sunny,17.2,7.2,2022-03-11
Ismailia,mostly sunny,16.1,7.8,2022-03-12
Ismailia,mostly sunny,17.8,5.0,2022-03-13
Ismailia,mostly sunny,15.0,6.1,2022-03-14
Ismailia,mostly sunny,16.1,6.1,2022-03-15
Ismailia,mostly sunny,17.2,5.0,2022-03-16
Ismailia,mostly sunny,18.9,6.1,2022-03-17
Ismailia,mostly sunny,22.2,6.1,2022-03-18
Ismailia,mostly sunny,21.1,8.9,2022-03-19
Ismailia,mostly sunny,22.2,8.9,2022-03-20
Ismailia,mostly sunny,22.2,8.9,2022-03-21
Ismailia,mostly sunny,17.2,7.8,2022-03-22
Ismailia,mostly sunny,18.9,-17.8,2022-03-23
Ismailia,mostly sunny,18.9,6.1,2022-03-24
Ismailia,mostly sunny,17.8,6.1,2022-03-25
Ismailia,mostly sunny,22.2,6.1,2022-03-26
Ismailia,mostly sunny,22.2,8.9,2022-03-27
Ismailia,mostly sunny,25.0,8.9,2022-03-28
Ismailia,mostly sunny,26.1,10.0,2022-03-29
Ismailia,mostly sunny,30.0,11.1,2022-03-30
Ismailia,mostly sunny,32.8,12.2,2022-03-31
Ismailia,mostly sunny,37.2,13.9,2022-04-01
Ismailia,mostly sunny,37.2,16.1,2022-04-02
Ismailia,mostly sunny,36.1,17.8,2022-04-03
Ismailia,mostly sunny,37.2,15.0,2022-04-04
Ismailia,mostly sunny,40.0,18.9,2022-04-05
Ismailia,mostly sunny,40.0,20.0,2022-04-06
Ismailia,mostly sunny,41.1,20.0,2022-04-07
Ismailia,mostly sunny,41.1,22.8,2022-04-08
Ismailia,mostly sunny,28.9,17.2,2022-04-09
Ismailia,mostly sunny,35.0,13.9,2022-04-10
Ismailia,mostly sunny,31.1,18.9,2022-04-11
Ismailia,mostly sunny,25.0,12.8,2022-04-12
Ismailia,mostly sunny,26.1,10.0,2022-04-13
Ismailia,mostly sunny,28.9,10.0,2022-04-14
Ismailia,mostly sunny,28.9,12.2,2022-04-15
Ismailia,mostly sunny,36.1,13.9,2022-04-16
Ismailia,mostly sunny,42.2,21.1,2022-04-17
Ismailia,mostly sunny,38.9,23.9,2022-04-18
Ismailia,mostly sunny,27.8,18.9,2022-04-19
Ismailia,mostly sunny,25.0,13.9,2022-04-20
Ismailia,mostly sunny,28.9,12.8,2022-04-21
Ismailia,mostly sunny,31.1,12.8,2022-04-22
Ismailia,mostly sunny,30.0,12.8,2022-04-23
Ismailia,mostly sunny,32.2,15.0,2022-04-24
Ismailia,mostly sunny,32.2,15.0,2022-04-25
Ismailia,mostly sunny,37.2,18.9,2022-04-26
Ismailia,mostly sunny,36.1,20.0,2022-04-27
Ismailia,mostly sunny,35.0,17.8,2022-04-28
Ismailia,mostly sunny,41.1,20.0,2022-04-29
Ismailia,mostly sunny,37.2,23.9,2022-04-30
Ismailia,mostly sunny,32.8,-17.8,2022-05-01
Ismailia,mostly sunny,40.0,18.9,2022-05-02
Ismailia,foggy,33.9,23.9,2022-05-03
Ismailia,mostly sunny,30.0,20.0,2022-05-04
Ismailia,mostly sunny,27.8,16.1,2022-05-05
Ismailia,mostly sunny,27.2,13.9,2022-05-06
Ismailia,mostly sunny,30.0,16.1,2022-05-07
Ismailia,mostly sunny,37.2,17.2,2022-05-08
Ismailia,mostly sunny,37.8,22.2,2022-05-09
Ismailia,mostly sunny,36.1,21.1,2022-05-10
Ismailia,mostly sunny,33.9,21.1,2022-05-11
Ismailia,mostly sunny,36.1,20.0,2022-05-12
Ismailia,mostly sunny,40.0,21.1,2022-05-13
Ismailia,mostly sunny,36.1,21.1,2022-05-14
Ismailia,mostly sunny,32.2,17.8,2022-05-15
Ismailia,mostly sunny,32.2,18.9,2022-05-16
Ismailia,mostly sunny,32.2,17.8,2022-05-17
Ismailia,mostly sunny,35.0,20.0,2022-05-18
Ismailia,mostly sunny,37.2,20.0,2022-05-19
Ismailia,mostly sunny,38.9,22.2,2022-05-20
Ismailia,mostly sunny,28.9,17.8,2022-05-21
Ismailia,mostly sunny,30.0,17.2,2022-05-22
Ismailia,mostly sunny,32.8,17.2,2022-05-23
Ismailia,mostly sunny,32.8,17.8,2022-05-24
Ismailia,mostly sunny,36.1,18.9,2022-05-25
Ismailia,mostly sunny,33.9,21.1,2022-05-26
Ismailia,mostly sunny,35.0,20.0,2022-05-27
Ismailia,mostly sunny,36.1,22.2,2022-05-28
Ismailia,mostly sunny,37.8,22.8,2022-05-29
Ismailia,mostly sunny,38.9,22.8,2022-05-30
Ismailia,mostly sunny,41.1,25.0,2022-05-31
Ismailia,mostly sunny,32.8,23.9,2022-06-01
Ismailia,mostly sunny,33.9,20.0,2022-06-02
Ismailia,mostly sunny,37.2,22.2,2022-06-03
Ismailia,mostly sunny,40.0,22.8,2022-06-04
Ismailia,mostly sunny,38.9,23.9,2022-06-05
Ismailia,mostly sunny,38.9,25.0,2022-06-06
Ismailia,mostly sunny,37.8,25.0,2022-06-07
Ismailia,mostly sunny,38.9,26.1,2022-06-08
Ismailia,mostly sunny,41.1,25.0,2022-06-09
Ismailia,mostly sunny,42.2,25.0,2022-06-10
Ismailia,mostly sunny,42.8,26.1,2022-06-11
Ismailia,mostly sunny,37.8,27.2,2022-06-12
Ismailia,mostly sunny,40.0,23.9,2022-06-13
Ismailia,mostly sunny,37.2,22.8,2022-06-14
Ismailia,mostly sunny,37.8,23.9,2022-06-15
Ismailia,mostly sunny,36.1,23.9,2022-06-16
Ismailia,mostly sunny,33.9,-17.8,2022-06-17
Ismailia,mostly sunny,33.9,22.8,2022-06-18
Ismailia,mostly sunny,33.9,22.2,2022-06-19
Ismailia,mostly sunny,37.2,23.9,2022-07-01
Ismailia,mostly sunny,38.9,23.9,2022-07-02
Ismailia,mostly sunny,37.8,23.9,2022-07-03
Ismailia,mostly sunny,41.1,23.9,2022-07-04
Ismailia,mostly sunny,40.0,27.2,2022-07-05
Ismailia,mostly sunny,40.0,26.1,2022-07-06
Ismailia,mostly sunny,38.9,26.1,2022-07-07
Ismailia,mostly sunny,36.1,-17.8,2022-07-08
Ismailia,mostly sunny,36.1,23.9,2022-07-09
Ismailia,mostly sunny,40.0,23.9,2022-07-10
Ismailia,mostly sunny,36.1,25.0,2022-07-11
Ismailia,mostly sunny,33.9,22.2,2022-07-12
Ismailia,mostly sunny,35.0,22.8,2022-07-13
Ismailia,mostly sunny,35.0,21.1,2022-07-14
Ismailia,mostly sunny,36.1,21.1,2022-07-15
Ismailia,mostly sunny,36.1,22.8,2022-07-16
Ismailia,mostly sunny,36.1,23.9,2022-07-17
Ismailia,mostly sunny,37.2,22.8,2022-07-18
Ismailia,mostly sunny,38.9,25.0,2022-07-19
Ismailia,mostly sunny,37.8,26.1,2022-07-20
Ismailia,mostly sunny,36.1,23.9,2022-07-21
Ismailia,mostly sunny,35.0,22.8,2022-07-22
Ismailia,mostly sunny,36.1,22.8,2022-07-23
Ismailia,mostly sunny,35.0,22.8,2022-07-24
Ismailia,mostly sunny,37.2,22.2,2022-07-25
Ismailia,mostly sunny,40.0,23.9,2022-07-26
Ismailia,mostly sunny,38.9,23.9,2022-07-27
Ismailia,mostly sunny,38.9,23.9,2022-07-28
Ismailia,mostly sunny,38.9,23.9,2022-07-29
Ismailia,mostly sunny,38.9,25.0,2022-07-30
Ismailia,mostly sunny,37.8,23.9,2022-07-31
Ismailia,mostly sunny,37.8,23.9,2022-08-01
Ismailia,mostly sunny,37.8,23.9,2022-08-02
Ismailia,mostly sunny,37.8,25.0,2022-08-03
Ismailia,mostly sunny,37.8,25.0,2022-08-04
Ismailia,mostly sunny,37.2,25.0,2022-08-05
Ismailia,mostly sunny,37.2,25.0,2022-08-06
Ismailia,mostly sunny,36.1,23.9,2022-08-07
Ismailia,mostly sunny,37.2,25.0,2022-08-08
Ismailia,mostly sunny,37.8,26.1,2022-08-09
Ismailia,mostly sunny,37.2,26.1,2022-08-10
Ismailia,mostly sunny,37.2,23.9,2022-08-11
Ismailia,mostly sunny,37.8,25.0,2022-08-12
Ismailia,mostly sunny,35.0,23.9,2022-08-13
Ismailia,mostly sunny,35.0,22.2,2022-08-14
Ismailia,mostly sunny,36.1,23.9,2022-08-15
Ismailia,mostly sunny,37.2,23.9,2022-08-16
Ismailia,mostly sunny,35.0,23.9,2022-08-17
Ismailia,mostly sunny,35.0,22.2,2022-08-18
Ismailia,mostly sunny,37.8,22.8,2022-08-19
Ismailia,mostly sunny,38.9,-17.8,2022-08-20
Ismailia,mostly sunny,40.0,26.1,2022-08-21
Ismailia,mostly sunny,42.2,23.9,2022-08-22
Ismailia,mostly sunny,42.8,27.2,2022-08-23
Ismailia,mostly sunny,42.8,27.8,2022-08-24
Ismailia,mostly sunny,37.2,26.1,2022-08-25
Ismailia,mostly sunny,33.9,25.0,2022-08-26
Ismailia,mostly sunny,37.2,23.9,2022-08-27
Ismailia,mostly sunny,37.8,23.9,2022-08-28
Ismailia,mostly sunny,38.9,25.0,2022-08-29
Ismailia,mostly sunny,37.2,25.0,2022-08-30
Ismailia,mostly sunny,35.0,23.9,2022-08-31
Ismailia,mostly sunny,35.0,23.9,2022-09-01
