Governorate,Condition,High Temp (C),Low Temp (C),Date
Cairo,mostly sunny,17.2,7.8,2022-01-01
Cairo,foggy,15.0,7.2,2022-01-02
Cairo,foggy,13.9,7.2,2022-01-03
Cairo,foggy,17.2,6.1,2022-01-04
Cairo,mostly sunny,17.2,5.0,2022-01-05
Cairo,mostly sunny,18.9,5.0,2022-01-06
Cairo,mostly sunny,20.0,7.2,2022-01-07
Cairo,mostly sunny,21.1,6.1,2022-01-08
Cairo,mostly sunny,17.2,7.8,2022-01-09
Cairo,mostly sunny,17.8,7.2,2022-01-10
Cairo,mostly sunny,18.9,5.0,2022-01-11
Cairo,mostly sunny,22.2,7.2,2022-01-12
Cairo,mostly sunny,17.8,7.2,2022-01-13
Cairo,mostly sunny,17.2,7.2,2022-01-14
Cairo,mostly sunny,17.2,5.0,2022-01-15
Cairo,mostly sunny,16.1,3.9,2022-01-16
Cairo,mostly sunny,16.1,3.9,2022-01-17
Cairo,mostly sunny,13.9,3.9,2022-01-18
Cairo,mostly sunny,16.1,3.9,2022-01-19
Cairo,mostly sunny,12.8,3.9,2022-01-20
Cairo,mostly sunny,15.0,2.2,2022-01-21
Cairo,mostly sunny,15.0,2.8,2022-01-22
Cairo,mostly sunny,17.8,2.8,2022-01-23
Cairo,mostly sunny,16.1,5.0,2022-01-24
Cairo,mostly sunny,15.0,2.8,2022-01-25
Cairo,mostly sunny,15.0,2.8,2022-01-26
Cairo,mostly sunny,13.9,2.8,2022-01-27
Cairo,mostly sunny,15.0,2.8,2022-01-28
Cairo,mostly sunny,17.2,2.2,2022-01-29
Cairo,mostly sunny,17.8,3.9,2022-01-30
Cairo,mostly sunny,17.2,5.0,2022-01-31
Cairo,mostly sunny,17.8,6.1,2022-02-01
Cairo,mostly sunny,20.0,5.0,2022-02-02
Cairo,mostly sunny,18.9,7.2,2022-02-03
Cairo,mostly sunny,16.1,7.8,2022-02-04
Cairo,mostly sunny,16.1,6.1,2022-02-05
Cairo,mostly sunny,17.2,5.0,2022-02-06
Cairo,mostly sunny,18.9,5.0,2022-02-07
Cairo,mostly sunny,22.8,6.1,2022-02-08
Cairo,mostly sunny,20.0,7.8,2022-02-09
Cairo,mostly sunny,15.0,5.0,2022-02-10
Cairo,mostly sunny,17.2,7.2,2022-02-11
Cairo,mostly sunny,22.2,5.0,2022-02-12
Cairo,mostly sunny,21.1,5.0,2022-02-13
Cairo,mostly sunny,17.8,6.1,2022-02-14
Cairo,mostly sunny,17.8,7.2,2022-02-15
Cairo,mostly sunny,18.9,7.2,2022-02-16
Cairo,mostly sunny,21.1,7.8,2022-02-17
Cairo,mostly sunny,18.9,7.8,2022-02-18
Cairo,mostly sunny,18.9,7.2,2022-02-19
Cairo,mostly sunny,20.0,6.1,2022-02-20
Cairo,mostly sunny,22.8,7.2,2022-02-21
Cairo,mostly sunny,23.9,7.8,2022-02-22
Cairo,mostly sunny,27.2,10.0,2022-02-23
Cairo,mostly sunny,20.0,8.9,2022-02-24
Cairo,mostly sunny,21.1,8.9,2022-02-25
Cairo,mostly sunny,20.0,7.2,2022-02-26
Cairo,mostly sunny,21.1,7.2,2022-02-27
Cairo,mostly sunny,22.8,7.8,2022-02-28
Cairo,mostly sunny,27.2,7.8,2022-03-01
Cairo,mostly sunny,31.1,7.8,2022-03-02
Cairo,foggy,18.9,12.2,2022-03-03
Cairo,mostly sunny,21.1,7.2,2022-03-04
Cairo,mostly sunny,27.2,10.0,2022-03-05
Cairo,foggy,33.9,18.9,2022-03-06
Cairo,mostly sunny,22.8,16.1,2022-03-07
Cairo,mostly sunny,32.2,12.2,2022-03-08
Cairo,mostly sunny,26.1,15.0,2022-03-09
Cairo,foggy,21.1,8.9,2022-03-10
Cairo,mostly sunny,17.2,7.2,2022-03-11
Cairo,mostly sunny,16.1,7.8,2022-03-12
Cairo,mostly sunny,17.8,5.0,2022-03-13
Cairo,mostly sunny,15.0,6.1,2022-03-14
Cairo,mostly sunny,16.1,6.1,2022-03-15
Cairo,mostly sunny,17.2,5.0,2022-03-16
Cairo,mostly sunny,18.9,6.1,2022-03-17
Cairo,mostly sunny,22.2,6.1,2022-03-18
Cairo,mostly sunny,21.1,8.9,2022-03-19
Cairo,mostly sunny,22.2,8.9,2022-03-20
Cairo,mostly sunny,22.2,8.9,2022-03-21
Cairo,mostly sunny,17.2,7.8,2022-03-22
Cairo,mostly sunny,18.9,-17.8,2022-03-23
Cairo,mostly sunny,18.9,6.1,2022-03-24
Cairo,mostly sunny,17.8,6.1,2022-03-25
Cairo,mostly sunny,22.2,6.1,2022-03-26
Cairo,mostly sunny,22.2,8.9,2022-03-27
Cairo,mostly sunny,25.0,8.9,2022-03-28
Cairo,mostly sunny,26.1,10.0,2022-03-29
Cairo,mostly sunny,30.0,11.1,2022-03-30
Cairo,mostly sunny,32.8,12.2,2022-03-31
Cairo,mostly sunny,37.2,13.9,2022-04-01
Cairo,mostly sunny,37.2,16.1,2022-04-02
Cairo,mostly sunny,36.1,17.8,2022-04-03
Cairo,mostly sunny,37.2,15.0,2022-04-04
Cairo,mostly sunny,40.0,18.9,2022-04-05
Cairo,mostly sunny,40.0,20.0,2022-04-06
Cairo,mostly sunny,41.1,20.0,2022-04-07
Cairo,mostly sunny,41.1,22.8,2022-04-08
Cairo,mostly sunny,28.9,17.2,2022-04-09
Cairo,mostly sunny,35.0,13.9,2022-04-10
Cairo,mostly sunny,31.1,18.9,2022-04-11
Cairo,mostly sunny,25.0,12.8,2022-04-12
Cairo,mostly sunny,26.1,10.0,2022-04-13
Cairo,mostly sunny,28.9,10.0,2022-04-14
Cairo,mostly sunny,28.9,12.2,2022-04-15
Cairo,mostly sunny,36.1,13.9,2022-04-16
Cairo,mostly sunny,42.2,21.1,2022-04-17
Cairo,mostly sunny,38.9,23.9,2022-04-18
Cairo,mostly sunny,27.8,18.9,2022-04-19
Cairo,mostly sunny,25.0,13.9,2022-04-20
Cairo,mostly sunny,28.9,12.8,2022-04-21
Cairo,mostly sunny,31.1,12.8,2022-04-22
Cairo,mostly sunny,30.0,12.8,2022-04-23
Cairo,mostly sunny,32.2,15.0,2022-04-24
Cairo,mostly sunny,32.2,15.0,2022-04-25
Cairo,mostly sunny,37.2,18.9,2022-04-26
Cairo,mostly sunny,36.1,20.0,2022-04-27
Cairo,mostly sunny,35.0,17.8,2022-04-28
Cairo,mostly sunny,41.1,20.0,2022-04-29
Cairo,mostly sunny,37.2,23.9,2022-04-30
Cairo,mostly sunny,32.8,-17.8,2022-05-01
Cairo,mostly sunny,40.0,18.9,2022-05-02
Cairo,foggy,33.9,23.9,2022-05-03
Cairo,mostly sunny,30.0,20.0,2022-05-04
Cairo,mostly sunny,27.8,16.1,2022-05-05
Cairo,mostly sunny,27.2,13.9,2022-05-06
Cairo,mostly sunny,30.0,16.1,2022-05-07
Cairo,mostly sunny,37.2,17.2,2022-05-08
Cairo,mostly sunny,37.8,22.2,2022-05-09
Cairo,mostly sunny,36.1,21.1,2022-05-10
Cairo,mostly sunny,33.9,21.1,2022-05-11
Cairo,mostly sunny,36.1,20.0,2022-05-12
Cairo,mostly sunny,40.0,21.1,2022-05-13
Cairo,mostly sunny,36.1,21.1,2022-05-14
Cairo,mostly sunny,32.2,17.8,2022-05-15
Cairo,mostly sunny,32.2,18.9,2022-05-16
Cairo,mostly sunny,32.2,17.8,2022-05-17
Cairo,mostly sunny,35.0,20.0,2022-05-18
Cairo,mostly sunny,37.2,20.0,2022-05-19
Cairo,mostly sunny,38.9,22.2,2022-05-20
Cairo,mostly sunny,28.9,17.8,2022-05-21
Cairo,mostly sunny,30.0,17.2,2022-05-22
Cairo,mostly sunny,32.8,17.2,2022-05-23
Cairo,mostly sunny,32.8,17.8,2022-05-24
Cairo,mostly sunny,36.1,18.9,2022-05-25
Cairo,mostly sunny,33.9,21.1,2022-05-26
Cairo,mostly sunny,35.0,20.0,2022-05-27
Cairo,mostly sunny,36.1,22.2,2022-05-28
Cairo,mostly sunny,37.8,22.8,2022-05-29
Cairo,mostly sunny,38.9,22.8,2022-05-30
Cairo,mostly sunny,41.1,25.0,2022-05-31
Cairo,mostly sunny,32.8,23.9,2022-06-01
Cairo,mostly sunny,33.9,20.0,2022-06-02
Cairo,mostly sunny,37.2,22.2,2022-06-03
Cairo,mostly sunny,40.0,22.8,2022-06-04
Cairo,mostly sunny,38.9,23.9,2022-06-05
Cairo,mostly sunny,38.9,25.0,2022-06-06
Cairo,mostly sunny,37.8,25.0,2022-06-07
Cairo,mostly sunny,38.9,26.1,2022-06-08
Cairo,mostly sunny,41.1,25.0,2022-06-09
Cairo,mostly sunny,42.2,25.0,2022-06-10
Cairo,mostly sunny,42.8,26.1,2022-06-11
Cairo,mostly sunny,37.8,27.2,2022-06-12
Cairo,mostly sunny,40.0,23.9,2022-06-13
Cairo,mostly sunny,37.2,22.8,2022-06-14
Cairo,mostly sunny,37.8,23.9,2022-06-15
Cairo,mostly sunny,36.1,23.9,2022-06-16
Cairo,mostly sunny,33.9,-17.8,2022-06-17
Cairo,mostly sunny,33.9,22.8,2022-06-18
Cairo,mostly sunny,33.9,22.2,2022-06-19
Cairo,mostly sunny,37.2,23.9,2022-07-01
Cairo,mostly sunny,38.9,23.9,2022-07-02
Cairo,mostly sunny,37.8,23.9,2022-07-03
Cairo,mostly sunny,41.1,23.9,2022-07-04
Cairo,mostly sunny,40.0,27.2,2022-07-05
Cairo,mostly sunny,40.0,26.1,2022-07-06
Cairo,mostly sunny,38.9,26.1,2022-07-07
Cairo,mostly sunny,36.1,-17.8,2022-07-08
Cairo,mostly sunny,36.1,23.9,2022-07-09
Cairo,mostly sunny,40.0,23.9,2022-07-10
Cairo,mostly sunny,36.1,25.0,2022-07-11
Cairo,mostly sunny,33.9,22.2,2022-07-12
Cairo,mostly sunny,35.0,22.8,2022-07-13
Cairo,mostly sunny,35.0,21.1,2022-07-14
Cairo,mostly sunny,36.1,21.1,2022-07-15
Cairo,mostly sunny,36.1,22.8,2022-07-16
Cairo,mostly sunny,36.1,23.9,2022-07-17
Cairo,mostly sunny,37.2,22.8,2022-07-18
Cairo,mostly sunny,38.9,25.0,2022-07-19
Cairo,mostly sunny,37.8,26.1,2022-07-20
Cairo,mostly sunny,36.1,23.9,2022-07-21
Cairo,mostly sunny,35.0,22.8,2022-07-22
Cairo,mostly sunny,36.1,22.8,2022-07-23
Cairo,mostly sunny,35.0,22.8,2022-07-24
Cairo,mostly sunny,37.2,22.2,2022-07-25
Cairo,mostly sunny,40.0,23.9,2022-07-26
Cairo,mostly sunny,38.9,23.9,2022-07-27
Cairo,mostly sunny,38.9,23.9,2022-07-28
Cairo,mostly sunny,38.9,23.9,2022-07-29
Cairo,mostly sunny,38.9,25.0,2022-07-30
Cairo,mostly sunny,37.8,23.9,2022-07-31
Cairo,mostly sunny,37.8,23.9,2022-08-01
Cairo,mostly sunny,37.8,23.9,2022-08-02
Cairo,mostly sunny,37.8,25.0,2022-08-03
Cairo,mostly sunny,37.8,25.0,2022-08-04
Cairo,mostly sunny,37.2,25.0,2022-08-05
Cairo,mostly sunny,37.2,25.0,2022-08-06
Cairo,mostly sunny,36.1,23.9,2022-08-07
Cairo,mostly sunny,37.2,25.0,2022-08-08
Cairo,mostly sunny,37.8,26.1,2022-08-09
Cairo,mostly sunny,37.2,26.1,2022-08-10
Cairo,mostly sunny,37.2,23.9,2022-08-11
Cairo,mostly sunny,37.8,25.0,2022-08-12
Cairo,mostly sunny,35.0,23.9,2022-08-13
Cairo,mostly sunny,35.0,22.2,2022-08-14
Cairo,mostly sunny,36.1,23.9,2022-08-15
Cairo,mostly sunny,37.2,23.9,2022-08-16
Cairo,mostly sunny,35.0,23.9,2022-08-17
Cairo,mostly sunny,35.0,22.2,2022-08-18
Cairo,mostly sunny,37.8,22.8,2022-08-19
Cairo,mostly sunny,38.9,-17.8,2022-08-20
Cairo,mostly sunny,40.0,26.1,2022-08-21
Cairo,mostly sunny,42.2,23.9,2022-08-22
Cairo,mostly sunny,42.8,27.2,2022-08-23
Cairo,mostly sunny,42.8,27.8,2022-08-24
Cairo,mostly sunny,37.2,26.1,2022-08-25
Cairo,mostly sunny,33.9,25.0,2022-08-26
Cairo,mostly sunny,37.2,23.9,2022-08-27
Cairo,mostly sunny,37.8,23.9,2022-08-28
Cairo,mostly sunny,38.9,25.0,2022-08-29
Cairo,mostly sunny,37.2,25.0,2022-08-30
Cairo,mostly sunny,35.0,23.9,2022-08-31
Cairo,mostly sunny,35.0,23.9,2022-09-01
Cairo,mostly sunny,35.0,26.1,2022-09-02
Cairo,mostly sunny,36.1,23.9,2022-09-03
Cairo,mostly sunny,33.9,22.8,2022-09-04
Cairo,mostly sunny,33.9,22.8,2022-09-05
Cairo,mostly sunny,32.8,22.8,2022-09-06
Cairo,mostly sunny,33.9,22.8,2022-09-07
Cairo,mostly sunny,33.9,22.8,2022-09-08
Cairo,mostly sunny,33.9,22.8,2022-09-09
Cairo,mostly sunny,33.9,22.8,2022-09-10
Cairo,mostly sunny,36.1,-17.8,2022-09-11
Cairo,mostly sunny,35.0,21.1,2022-09-12
Cairo,mostly sunny,36.1,22.8,2022-09-13
Cairo,mostly sunny,35.0,22.2,2022-09-14
Cairo,mostly sunny,33.9,21.1,2022-09-15
Cairo,mostly sunny,32.8,18.9,2022-09-16
Cairo,mostly sunny,33.9,21.1,2022-09-17
Cairo,mostly sunny,35.0,20.0,2022-09-18
Cairo,mostly sunny,35.0,20.0,2022-09-19
Cairo,mostly sunny,35.0,21.1,2022-09-20
Cairo,mostly sunny,32.8,21.1,2022-09-21
Cairo,mostly sunny,37.2,22.2,2022-09-22
Cairo,mostly sunny,40.0,23.9,2022-09-23
Cairo,mostly sunny,41.1,23.9,2022-09-24
Cairo,mostly sunny,42.8,23.9,2022-09-25
Cairo,mostly sunny,42.8,26.1,2022-09-26
Cairo,mostly sunny,42.8,23.9,2022-09-27
Cairo,mostly sunny,40.0,23.9,2022-09-28
Cairo,mostly sunny,38.9,22.2,2022-09-29
Cairo,mostly sunny,42.2,27.2,2022-09-30
Cairo,mostly sunny,41.1,25.0,2022-10-01
Cairo,mostly sunny,35.0,22.8,2022-10-02
Cairo,mostly sunny,35.0,22.8,2022-10-03
Cairo,mostly sunny,31.1,20.0,2022-10-04
Cairo,mostly sunny,32.2,18.9,2022-10-05
Cairo,mostly sunny,31.1,20.0,2022-10-06
Cairo,mostly sunny,27.8,18.9,2022-10-07
Cairo,mostly sunny,28.9,17.2,2022-10-08
Cairo,mostly sunny,28.9,17.8,2022-10-09
Cairo,mostly sunny,30.0,22.2,2022-10-11
Cairo,mostly sunny,30.0,17.8,2022-10-12
Cairo,mostly sunny,28.9,17.8,2022-10-13
Cairo,mostly sunny,30.0,17.2,2022-10-14
Cairo,mostly sunny,32.2,17.2,2022-10-15
Cairo,mostly sunny,31.1,20.0,2022-10-16
Cairo,mostly sunny,30.0,18.9,2022-10-17
Cairo,mostly sunny,28.9,17.8,2022-10-18
Cairo,mostly sunny,36.1,15.0,2022-10-19
Cairo,partly cloudy,27.2,17.2,2022-10-20
Cairo,mostly sunny,27.8,17.2,2022-10-21
Cairo,mostly sunny,28.9,16.1,2022-10-22
Cairo,mostly sunny,27.2,17.2,2022-10-23
Cairo,mostly sunny,27.2,13.9,2022-10-24
Cairo,mostly sunny,26.1,16.1,2022-10-25
Cairo,mostly sunny,27.2,15.0,2022-10-26
Cairo,mostly sunny,27.8,16.1,2022-10-27
Cairo,mostly sunny,27.8,17.2,2022-10-28
Cairo,mostly sunny,27.8,17.8,2022-10-29
Cairo,mostly sunny,27.8,16.1,2022-10-30
Cairo,mostly sunny,28.9,15.0,2022-10-31
Cairo,mostly sunny,27.2,15.0,2022-11-01
Cairo,mostly sunny,27.2,13.9,2022-11-02
Cairo,mostly sunny,25.0,13.9,2022-11-03
Cairo,mostly sunny,26.1,13.9,2022-11-04
Cairo,mostly sunny,26.1,13.9,2022-11-05
Cairo,mostly sunny,25.0,13.9,2022-11-06
Cairo,mostly sunny,27.2,12.8,2022-11-07
Cairo,mostly sunny,25.0,13.9,2022-11-08
Cairo,mostly sunny,23.9,12.8,2022-11-09
Cairo,mostly sunny,26.1,12.2,2022-11-10
Cairo,mostly sunny,23.9,11.1,2022-11-11
Cairo,mostly sunny,23.9,12.8,2022-11-12
Cairo,mostly sunny,25.0,12.2,2022-11-13
Cairo,mostly sunny,27.8,13.9,2022-11-14
Cairo,mostly sunny,25.0,12.2,2022-11-15
Cairo,mostly sunny,22.8,11.1,2022-11-16
Cairo,mostly sunny,22.2,12.8,2022-11-17
Cairo,mostly sunny,23.9,12.8,2022-11-18
Cairo,mostly sunny,26.1,12.2,2022-11-19
Cairo,mostly sunny,27.8,12.2,2022-11-20
Cairo,mostly sunny,28.9,13.9,2022-11-21
Cairo,mostly sunny,26.1,13.9,2022-11-22
Cairo,mostly sunny,25.0,12.8,2022-11-23
Cairo,mostly sunny,23.9,12.2,2022-11-24
Cairo,mostly sunny,22.8,12.2,2022-11-25
Cairo,mostly sunny,22.2,12.2,2022-11-26
Cairo,mostly sunny,22.2,10.0,2022-11-27
Cairo,partly cloudy,22.8,12.8,2022-11-28
Cairo,mostly sunny,25.0,12.2,2022-11-29
Cairo,mostly sunny,23.9,10.0,2022-11-30
Cairo,mostly sunny,23.9,10.0,2022-12-01
Cairo,mostly sunny,23.9,11.1,2022-12-02
Cairo,mostly sunny,22.2,10.0,2022-12-03
Cairo,mostly sunny,22.8,12.8,2022-12-04
Cairo,mostly sunny,22.2,12.2,2022-12-05
Cairo,mostly sunny,21.1,10.0,2022-12-06
Cairo,mostly sunny,22.2,8.9,2022-12-07
Cairo,mostly sunny,22.8,8.9,2022-12-08
Cairo,mostly sunny,26.1,8.9,2022-12-09
Cairo,mostly sunny,23.9,12.2,2022-12-10
Cairo,mostly sunny,23.9,8.9,2022-12-11
Cairo,mostly sunny,27.8,8.9,2022-12-12
Cairo,mostly sunny,22.8,11.1,2022-12-13
Cairo,mostly sunny,23.9,12.2,2022-12-14
Cairo,mostly sunny,26.1,11.1,2022-12-15
Cairo,mostly sunny,23.9,11.1,2022-12-16
Cairo,mostly sunny,25.0,11.1,2022-12-17
Cairo,mostly sunny,23.9,10.0,2022-12-18
Cairo,mostly sunny,23.9,10.0,2022-12-19
Cairo,mostly sunny,21.1,11.1,2022-12-20
Cairo,foggy,20.0,10.0,2022-12-21
Cairo,partly cloudy,18.9,10.0,2022-12-22
Cairo,partly cloudy,17.2,8.9,2022-12-23
Cairo,mostly sunny,21.1,11.1,2022-12-24
Cairo,mostly sunny,20.0,8.9,2022-12-25
Cairo,mostly sunny,21.1,10.0,2022-12-26
Cairo,mostly sunny,20.0,8.9,2022-12-27
Cairo,mostly sunny,20.0,7.8,2022-12-28
Cairo,mostly sunny,18.9,6.1,2022-12-29
Cairo,mostly sunny,18.9,7.2,2022-12-30
Cairo,partly cloudy,16.1,7.8,2022-12-31
Cairo,foggy,17.8,7.8,2023-01-01
Cairo,foggy,17.8,-17.8,2023-01-02
Cairo,mostly sunny,21.1,7.2,2023-01-03
Cairo,mostly cloudy,17.8,7.8,2023-01-04
Cairo,mostly sunny,17.8,8.9,2023-01-05
Cairo,mostly sunny,18.9,7.2,2023-01-06
Cairo,partly cloudy,18.9,6.1,2023-01-07
Cairo,mostly sunny,20.0,8.9,2023-01-08
Cairo,mostly sunny,17.8,7.2,2023-01-09
Cairo,mostly sunny,18.9,7.8,2023-01-10
Cairo,mostly sunny,18.9,7.2,2023-01-11
Cairo,mostly sunny,20.0,7.8,2023-01-12
Cairo,mostly sunny,17.8,6.1,2023-01-13
Cairo,mostly sunny,18.9,6.1,2023-01-14
Cairo,mostly sunny,18.9,7.2,2023-01-15
Cairo,mostly sunny,18.9,7.2,2023-01-16
Cairo,mostly sunny,17.8,6.1,2023-01-17
Cairo,mostly sunny,21.1,6.1,2023-01-18
Cairo,mostly sunny,22.2,7.2,2023-01-19
Cairo,mostly sunny,22.2,6.1,2023-01-20
Cairo,mostly sunny,20.0,6.1,2023-01-21
Cairo,mostly sunny,20.0,6.1,2023-01-22
Cairo,mostly sunny,21.1,6.1,2023-01-23
Cairo,mostly sunny,20.0,7.8,2023-01-24
Cairo,mostly sunny,22.2,7.8,2023-01-25
Cairo,mostly sunny,22.8,7.2,2023-01-26
Cairo,mostly sunny,26.1,8.9,2023-01-27
Cairo,mostly sunny,30.0,12.8,2023-01-28
Cairo,mostly sunny,28.9,12.2,2023-01-29
Cairo,mostly sunny,22.8,10.0,2023-01-30
Cairo,mostly sunny,17.2,7.8,2023-01-31
Cairo,mostly sunny,17.8,7.2,2023-02-01
Cairo,mostly sunny,17.2,6.1,2023-02-02
Cairo,mostly sunny,17.8,6.1,2023-02-03
Cairo,mostly sunny,17.8,6.1,2023-02-04
Cairo,mostly sunny,18.9,6.1,2023-02-05
Cairo,mostly sunny,17.2,6.1,2023-02-06
Cairo,mostly sunny,16.1,5.0,2023-02-07
Cairo,mostly sunny,16.1,3.9,2023-02-08
Cairo,mostly sunny,17.8,6.1,2023-02-09
Cairo,mostly sunny,22.2,7.2,2023-02-10
Cairo,mostly sunny,20.0,6.1,2023-02-11
Cairo,mostly sunny,17.2,6.1,2023-02-12
Cairo,mostly sunny,17.2,-17.8,2023-02-13
Cairo,mostly sunny,17.2,3.9,2023-02-14
Cairo,mostly sunny,17.8,5.0,2023-02-15
Cairo,mostly sunny,18.9,5.0,2023-02-16
Cairo,mostly sunny,18.9,6.1,2023-02-17
Cairo,mostly sunny,21.1,6.1,2023-02-18
Cairo,mostly sunny,21.1,6.1,2023-02-19
Cairo,mostly sunny,20.0,7.2,2023-02-20
Cairo,mostly sunny,18.9,7.2,2023-02-21
Cairo,mostly sunny,18.9,7.2,2023-02-22
Cairo,mostly sunny,17.8,7.2,2023-02-23
Cairo,tornado,16.1,12.8,2023-02-25
Cairo,mostly sunny,22.8,7.8,2023-02-26
Cairo,mostly sunny,26.1,7.8,2023-02-27
Cairo,mostly sunny,30.0,10.0,2023-02-28
Cairo,mostly sunny,32.2,12.8,2023-03-01
Cairo,mostly sunny,33.9,15.0,2023-03-02
Cairo,mostly sunny,31.1,13.9,2023-03-03
Cairo,mostly sunny,35.0,12.8,2023-03-04
Cairo,mostly sunny,37.2,20.0,2023-03-05
Cairo,mostly sunny,23.9,13.9,2023-03-06
Cairo,mostly sunny,22.2,12.2,2023-03-07
Cairo,mostly sunny,22.2,10.0,2023-03-08
Cairo,mostly sunny,27.2,11.1,2023-03-09
Cairo,mostly sunny,27.2,12.8,2023-03-10
Cairo,mostly sunny,28.9,12.8,2023-03-11
Cairo,mostly sunny,30.0,12.8,2023-03-12
Cairo,mostly sunny,28.9,13.9,2023-03-13
Cairo,mostly sunny,22.8,13.9,2023-03-14
Cairo,mostly sunny,22.2,8.9,2023-03-15
Cairo,mostly sunny,26.1,8.9,2023-03-16
Cairo,mostly sunny,27.8,12.2,2023-03-17
Cairo,mostly sunny,23.9,12.2,2023-03-18
Cairo,mostly sunny,22.2,8.9,2023-03-19
Cairo,mostly sunny,21.1,8.9,2023-03-20
Cairo,mostly sunny,22.8,10.0,2023-03-21
Cairo,mostly sunny,28.9,11.1,2023-03-22
Cairo,mostly sunny,31.1,16.1,2023-03-23
Cairo,mostly sunny,33.9,17.2,2023-03-24
Cairo,partly cloudy,25.0,15.0,2023-03-25
Cairo,mostly sunny,23.9,12.2,2023-03-26
Cairo,mostly sunny,27.2,11.1,2023-03-27
Cairo,mostly sunny,28.9,12.2,2023-03-28
Cairo,mostly sunny,27.8,12.8,2023-03-29
Cairo,mostly sunny,20.0,10.0,2023-03-30
Cairo,mostly sunny,22.2,7.8,2023-03-31
Cairo,mostly sunny,22.8,7.8,2023-04-01
Cairo,mostly sunny,27.8,10.0,2023-04-02
Cairo,mostly sunny,31.1,12.2,2023-04-03
Cairo,mostly sunny,32.8,15.0,2023-04-04
Cairo,mostly sunny,27.8,15.0,2023-04-05
Cairo,mostly sunny,28.9,12.8,2023-04-06
Cairo,mostly sunny,36.1,15.0,2023-04-07
Cairo,mostly sunny,37.8,18.9,2023-04-08
Cairo,mostly sunny,37.8,20.0,2023-04-09
Cairo,mostly sunny,32.8,21.1,2023-04-10
Cairo,mostly sunny,25.0,12.8,2023-04-11
Cairo,mostly sunny,22.2,13.9,2023-04-12
Cairo,mostly sunny,26.1,11.1,2023-04-13
Cairo,mostly sunny,28.9,12.8,2023-04-14
Cairo,mostly sunny,31.1,13.9,2023-04-15
Cairo,mostly sunny,32.2,16.1,2023-04-16
Cairo,mostly sunny,35.0,15.0,2023-04-17
Cairo,mostly sunny,37.2,17.8,2023-04-18
Cairo,mostly sunny,38.9,22.2,2023-04-19
Cairo,mostly sunny,27.2,17.8,2023-04-20
Cairo,mostly sunny,27.8,13.9,2023-04-21
Cairo,mostly sunny,32.8,15.0,2023-04-22
Cairo,mostly sunny,31.1,17.8,2023-04-23
Cairo,mostly sunny,33.9,17.2,2023-04-24
Cairo,mostly sunny,32.8,17.8,2023-04-25
Cairo,mostly sunny,35.0,17.8,2023-04-26
Cairo,mostly sunny,32.8,13.9,2023-04-27
Cairo,mostly sunny,30.0,17.2,2023-04-28
Cairo,mostly sunny,23.9,15.0,2023-04-29
Cairo,mostly sunny,26.1,12.8,2023-04-30
Cairo,mostly sunny,27.8,13.9,2023-05-01
Cairo,mostly sunny,32.2,15.0,2023-05-02
Cairo,mostly sunny,35.0,17.8,2023-05-03
Cairo,mostly sunny,38.9,18.9,2023-05-04
Cairo,mostly sunny,33.9,22.8,2023-05-05
Cairo,mostly sunny,30.0,17.2,2023-05-06
Cairo,mostly sunny,28.9,16.1,2023-05-07
Cairo,mostly sunny,30.0,17.2,2023-05-08
Cairo,mostly sunny,30.0,16.1,2023-05-09
Cairo,mostly sunny,35.0,17.2,2023-05-10
Cairo,mostly sunny,38.9,21.1,2023-05-11
Cairo,mostly sunny,33.9,21.1,2023-05-12
Cairo,mostly sunny,27.2,17.2,2023-05-13
Cairo,mostly sunny,28.9,16.1,2023-05-14
Cairo,mostly sunny,32.2,16.1,2023-05-15
Cairo,mostly sunny,37.8,17.8,2023-05-16
Cairo,mostly sunny,38.9,21.1,2023-05-17
Cairo,mostly sunny,30.0,18.9,2023-05-18
Cairo,mostly sunny,31.1,17.2,2023-05-19
Cairo,mostly sunny,31.1,17.2,2023-05-20
Cairo,mostly sunny,37.8,20.0,2023-05-21
Cairo,mostly sunny,35.0,23.9,2023-05-22
Cairo,mostly sunny,37.8,22.2,2023-05-23
Cairo,mostly sunny,37.8,22.2,2023-05-24
Cairo,mostly sunny,40.0,22.2,2023-05-25
Cairo,mostly sunny,40.0,26.1,2023-05-26
Cairo,mostly sunny,32.2,25.0,2023-05-27
Cairo,mostly sunny,32.8,22.8,2023-05-28
Cairo,mostly sunny,32.8,21.1,2023-05-29
Cairo,mostly sunny,36.1,22.2,2023-05-30
Cairo,mostly sunny,40.0,22.2,2023-05-31
Cairo,mostly sunny,41.1,26.1,2023-06-01
Cairo,mostly sunny,42.8,30.0,2023-06-02
Cairo,mostly sunny,37.8,28.9,2023-06-03
Cairo,mostly sunny,40.0,27.2,2023-06-04
Cairo,mostly sunny,37.8,22.2,2023-06-05
Cairo,mostly sunny,37.8,22.2,2023-06-06
Cairo,mostly sunny,42.8,23.9,2023-06-07
Cairo,mostly sunny,42.8,30.0,2023-06-08
Cairo,mostly sunny,38.9,30.0,2023-06-09
Cairo,mostly sunny,35.0,23.9,2023-06-10
Cairo,mostly sunny,36.1,22.8,2023-06-11
Cairo,mostly sunny,40.0,25.0,2023-06-12
Cairo,foggy,43.9,27.2,2023-06-13
Cairo,mostly sunny,37.2,22.8,2023-06-14
Cairo,mostly sunny,35.0,22.2,2023-06-15
