Governorate,Date,Year,Month,Weather_Code,Max_Temp,Min_Temp,Avg_Humidity,Source
Alexandria,2026-04-28,2026,4,0,23.6,16.5,76,Open-Meteo Historical Weather API
Alexandria,2026-04-29,2026,4,0,23.5,14.8,76,Open-Meteo Historical Weather API
Alexandria,2026-04-30,2026,4,1,23.0,14.6,73,Open-Meteo Historical Weather API
Giza,2026-04-01,2026,4,61,29.1,19.3,43,Open-Meteo Historical Weather API
Giza,2026-04-02,2026,4,53,24.0,16.9,59,Open-Meteo Historical Weather API
Giza,2026-04-03,2026,4,3,26.5,13.8,39,Open-Meteo Historical Weather API
Giza,2026-04-04,2026,4,0,25.8,14.5,34,Open-Meteo Historical Weather API
Giza,2026-04-05,2026,4,0,28.7,14.5,28,Open-Meteo Historical Weather API
Giza,2026-04-06,2026,4,3,25.6,13.8,48,Open-Meteo Historical Weather API
Giza,2026-04-07,2026,4,3,25.3,15.4,50,Open-Meteo Historical Weather API
Giza,2026-04-08,2026,4,51,25.2,13.8,51,Open-Meteo Historical Weather API
Giza,2026-04-09,2026,4,3,27.5,13.8,31,Open-Meteo Historical Weather API
Giza,2026-04-10,2026,4,3,27.5,14.9,36,Open-Meteo Historical Weather API
Giza,2026-04-11,2026,4,0,26.8,14.5,47,Open-Meteo Historical Weather API
Giza,2026-04-12,2026,4,0,28.5,14.8,43,Open-Meteo Historical Weather API
Giza,2026-04-13,2026,4,0,28.8,15.3,48,Open-Meteo Historical Weather API
Giza,2026-04-14,2026,4,3,30.5,15.3,47,Open-Meteo Historical Weather API
Giza,2026-04-15,2026,4,3,34.8,17.1,42,Open-Meteo Historical Weather API
Giza,2026-04-16,2026,4,3,37.8,18.3,32,Open-Meteo Historical Weather API
Giza,2026-04-17,2026,4,2,30.1,22.9,24,Open-Meteo Historical Weather API
Giza,2026-04-18,2026,4,3,27.5,20.2,40,Open-Meteo Historical Weather API
Giza,2026-04-19,2026,4,1,28.2,16.3,49,Open-Meteo Historical Weather API
Giza,2026-04-20,2026,4,0,26.6,15.1,50,Open-Meteo Historical Weather API
Giza,2026-04-21,2026,4,3,27.0,15.0,47,Open-Meteo Historical Weather API
Giza,2026-04-22,2026,4,0,29.4,15.0,44,Open-Meteo Historical Weather API
Giza,2026-04-23,2026,4,0,31.3,15.9,35,Open-Meteo Historical Weather API
Giza,2026-04-24,2026,4,3,30.5,17.0,30,Open-Meteo Historical Weather API
Giza,2026-04-25,2026,4,3,34.9,17.1,36,Open-Meteo Historical Weather API
Giza,2026-04-26,2026,4,3,27.0,17.7,44,Open-Meteo Historical Weather API
Giza,2026-04-27,2026,4,51,27.1,16.9,50,Open-Meteo Historical Weather API
Giza,2026-04-28,2026,4,3,30.5,16.9,47,Open-Meteo Historical Weather API
Giza,2026-04-29,2026,4,0,30.2,17.0,38,Open-Meteo Historical Weather API
Giza,2026-04-30,2026,4,1,30.8,16.6,45,Open-Meteo Historical Weather API
Dakahlia,2026-04-01,2026,4,61,23.5,16.6,68,Open-Meteo Historical Weather API
Dakahlia,2026-04-02,2026,4,63,25.1,13.8,64,Open-Meteo Historical Weather API
Dakahlia,2026-04-03,2026,4,3,26.4,12.3,43,Open-Meteo Historical Weather API
Dakahlia,2026-04-04,2026,4,2,26.2,12.7,40,Open-Meteo Historical Weather API
Dakahlia,2026-04-05,2026,4,1,27.5,12.4,43,Open-Meteo Historical Weather API
Dakahlia,2026-04-06,2026,4,3,24.5,12.8,65,Open-Meteo Historical Weather API
Dakahlia,2026-04-07,2026,4,51,23.2,13.7,64,Open-Meteo Historical Weather API
Dakahlia,2026-04-08,2026,4,1,25.9,13.2,62,Open-Meteo Historical Weather API
Dakahlia,2026-04-09,2026,4,3,27.5,12.2,54,Open-Meteo Historical Weather API
Dakahlia,2026-04-10,2026,4,1,27.1,13.2,54,Open-Meteo Historical Weather API
Dakahlia,2026-04-11,2026,4,3,26.7,14.1,64,Open-Meteo Historical Weather API
Dakahlia,2026-04-12,2026,4,0,27.3,13.0,62,Open-Meteo Historical Weather API
Dakahlia,2026-04-13,2026,4,1,27.9,13.6,65,Open-Meteo Historical Weather API
Dakahlia,2026-04-14,2026,4,3,27.7,14.0,62,Open-Meteo Historical Weather API
Dakahlia,2026-04-15,2026,4,3,32.4,16.8,52,Open-Meteo Historical Weather API
Dakahlia,2026-04-16,2026,4,3,38.2,17.7,47,Open-Meteo Historical Weather API
Dakahlia,2026-04-17,2026,4,2,31.1,23.0,28,Open-Meteo Historical Weather API
Dakahlia,2026-04-18,2026,4,51,27.0,18.3,45,Open-Meteo Historical Weather API
Dakahlia,2026-04-19,2026,4,1,27.9,15.4,65,Open-Meteo Historical Weather API
Dakahlia,2026-04-20,2026,4,2,25.5,14.4,59,Open-Meteo Historical Weather API
Dakahlia,2026-04-21,2026,4,3,26.4,14.8,55,Open-Meteo Historical Weather API
Dakahlia,2026-04-22,2026,4,0,28.5,13.0,59,Open-Meteo Historical Weather API
Dakahlia,2026-04-23,2026,4,0,30.1,12.7,57,Open-Meteo Historical Weather API
Dakahlia,2026-04-24,2026,4,3,30.0,14.0,57,Open-Meteo Historical Weather API
Dakahlia,2026-04-25,2026,4,3,34.6,16.0,53,Open-Meteo Historical Weather API
Dakahlia,2026-04-26,2026,4,3,28.7,17.9,48,Open-Meteo Historical Weather API
Dakahlia,2026-04-27,2026,4,61,25.6,15.7,61,Open-Meteo Historical Weather API
Dakahlia,2026-04-28,2026,4,3,29.9,15.9,58,Open-Meteo Historical Weather API
Dakahlia,2026-04-29,2026,4,3,29.6,15.6,62,Open-Meteo Historical Weather API
Dakahlia,2026-04-30,2026,4,3,29.7,15.9,61,Open-Meteo Historical Weather API
Red Sea,2026-04-01,2026,4,3,26.0,19.2,63,Open-Meteo Historical Weather API
Red Sea,2026-04-02,2026,4,51,30.2,20.9,52,Open-Meteo Historical Weather API
Red Sea,2026-04-03,2026,4,3,26.5,20.8,41,Open-Meteo Historical Weather API
Red Sea,2026-04-04,2026,4,3,27.1,20.6,27,Open-Meteo Historical Weather API
Red Sea,2026-04-05,2026,4,3,26.6,19.3,29,Open-Meteo Historical Weather API
Red Sea,2026-04-06,2026,4,0,25.6,18.7,29,Open-Meteo Historical Weather API
Red Sea,2026-04-07,2026,4,3,26.9,17.9,34,Open-Meteo Historical Weather API
Red Sea,2026-04-08,2026,4,0,24.4,18.4,42,Open-Meteo Historical Weather API
Red Sea,2026-04-09,2026,4,3,24.9,18.2,37,Open-Meteo Historical Weather API
Red Sea,2026-04-10,2026,4,2,26.8,19.3,26,Open-Meteo Historical Weather API
Red Sea,2026-04-11,2026,4,0,26.8,19.3,32,Open-Meteo Historical Weather API
Red Sea,2026-04-12,2026,4,0,27.9,19.7,30,Open-Meteo Historical Weather API
Red Sea,2026-04-13,2026,4,0,26.4,19.9,34,Open-Meteo Historical Weather API
Red Sea,2026-04-14,2026,4,3,28.1,19.7,36,Open-Meteo Historical Weather API
Red Sea,2026-04-15,2026,4,3,30.0,22.7,39,Open-Meteo Historical Weather API
Red Sea,2026-04-16,2026,4,1,32.4,21.6,55,Open-Meteo Historical Weather API
Red Sea,2026-04-17,2026,4,2,27.8,23.5,73,Open-Meteo Historical Weather API
Red Sea,2026-04-18,2026,4,3,30.4,23.1,38,Open-Meteo Historical Weather API
Red Sea,2026-04-19,2026,4,0,29.4,22.4,37,Open-Meteo Historical Weather API
Red Sea,2026-04-20,2026,4,0,26.9,21.2,37,Open-Meteo Historical Weather API
Red Sea,2026-04-21,2026,4,2,25.5,18.8,39,Open-Meteo Historical Weather API
Red Sea,2026-04-22,2026,4,0,26.8,18.8,38,Open-Meteo Historical Weather API
Red Sea,2026-04-23,2026,4,3,28.4,20.4,29,Open-Meteo Historical Weather API
Red Sea,2026-04-24,2026,4,3,27.7,21.0,30,Open-Meteo Historical Weather API
Red Sea,2026-04-25,2026,4,1,28.9,21.0,31,Open-Meteo Historical Weather API
Red Sea,2026-04-26,2026,4,0,31.7,20.7,40,Open-Meteo Historical Weather API
Red Sea,2026-04-27,2026,4,0,29.5,21.7,32,Open-Meteo Historical Weather API
Red Sea,2026-04-28,2026,4,0,25.7,19.9,49,Open-Meteo Historical Weather API
Red Sea,2026-04-29,2026,4,0,29.8,21.8,30,Open-Meteo Historical Weather API
Red Sea,2026-04-30,2026,4,0,29.4,22.2,29,Open-Meteo Historical Weather API
Beheira,2026-04-01,2026,4,63,22.9,17.2,68,Open-Meteo Historical Weather API
Beheira,2026-04-02,2026,4,51,24.0,14.6,60,Open-Meteo Historical Weather API
Beheira,2026-04-03,2026,4,2,28.5,11.2,38,Open-Meteo Historical Weather API
Beheira,2026-04-04,2026,4,0,25.3,11.7,47,Open-Meteo Historical Weather API
Beheira,2026-04-05,2026,4,0,27.9,11.8,47,Open-Meteo Historical Weather API
Beheira,2026-04-06,2026,4,51,24.4,12.6,68,Open-Meteo Historical Weather API
Beheira,2026-04-07,2026,4,51,22.6,12.8,67,Open-Meteo Historical Weather API
Beheira,2026-04-08,2026,4,0,24.5,12.9,66,Open-Meteo Historical Weather API
Beheira,2026-04-09,2026,4,3,26.6,12.4,62,Open-Meteo Historical Weather API
Beheira,2026-04-10,2026,4,1,26.0,13.5,62,Open-Meteo Historical Weather API
Beheira,2026-04-11,2026,4,1,25.3,14.1,72,Open-Meteo Historical Weather API
Beheira,2026-04-12,2026,4,3,27.0,11.7,68,Open-Meteo Historical Weather API
Beheira,2026-04-13,2026,4,1,27.8,12.5,67,Open-Meteo Historical Weather API
Beheira,2026-04-14,2026,4,3,30.0,13.1,60,Open-Meteo Historical Weather API
Beheira,2026-04-15,2026,4,3,33.6,16.2,52,Open-Meteo Historical Weather API
Beheira,2026-04-16,2026,4,3,37.5,16.3,45,Open-Meteo Historical Weather API
Beheira,2026-04-17,2026,4,3,30.1,21.0,31,Open-Meteo Historical Weather API
Beheira,2026-04-18,2026,4,51,26.1,17.7,54,Open-Meteo Historical Weather API
Beheira,2026-04-19,2026,4,1,25.7,14.6,68,Open-Meteo Historical Weather API
Beheira,2026-04-20,2026,4,1,24.2,14.8,59,Open-Meteo Historical Weather API
Beheira,2026-04-21,2026,4,2,25.5,14.5,56,Open-Meteo Historical Weather API
Beheira,2026-04-22,2026,4,3,28.4,12.7,66,Open-Meteo Historical Weather API
Beheira,2026-04-23,2026,4,0,30.4,12.4,52,Open-Meteo Historical Weather API
Beheira,2026-04-24,2026,4,3,31.8,14.1,48,Open-Meteo Historical Weather API
Beheira,2026-04-25,2026,4,3,34.8,16.1,52,Open-Meteo Historical Weather API
Beheira,2026-04-26,2026,4,3,27.0,16.8,59,Open-Meteo Historical Weather API
Beheira,2026-04-27,2026,4,51,25.7,15.5,64,Open-Meteo Historical Weather API
Beheira,2026-04-28,2026,4,0,29.0,15.9,64,Open-Meteo Historical Weather API
Beheira,2026-04-29,2026,4,3,28.5,15.3,68,Open-Meteo Historical Weather API
Beheira,2026-04-30,2026,4,3,29.0,14.3,65,Open-Meteo Historical Weather API
Fayoum,2026-04-01,2026,4,51,32.4,20.4,38,Open-Meteo Historical Weather API
Fayoum,2026-04-02,2026,4,63,25.2,16.8,65,Open-Meteo Historical Weather API
Fayoum,2026-04-03,2026,4,3,26.5,13.3,50,Open-Meteo Historical Weather API
Fayoum,2026-04-04,2026,4,0,26.2,13.9,37,Open-Meteo Historical Weather API
Fayoum,2026-04-05,2026,4,0,28.3,12.3,31,Open-Meteo Historical Weather API
Fayoum,2026-04-06,2026,4,2,25.8,13.0,48,Open-Meteo Historical Weather API
Fayoum,2026-04-07,2026,4,3,25.6,15.8,43,Open-Meteo Historical Weather API
Fayoum,2026-04-08,2026,4,1,24.8,13.7,52,Open-Meteo Historical Weather API
Fayoum,2026-04-09,2026,4,3,27.7,12.2,30,Open-Meteo Historical Weather API
Fayoum,2026-04-10,2026,4,3,28.2,13.6,34,Open-Meteo Historical Weather API
Fayoum,2026-04-11,2026,4,0,27.1,14.8,41,Open-Meteo Historical Weather API
Fayoum,2026-04-12,2026,4,0,29.0,14.5,38,Open-Meteo Historical Weather API
Fayoum,2026-04-13,2026,4,0,30.1,15.3,39,Open-Meteo Historical Weather API
Fayoum,2026-04-14,2026,4,3,33.1,16.4,35,Open-Meteo Historical Weather API
Fayoum,2026-04-15,2026,4,3,35.2,18.1,33,Open-Meteo Historical Weather API
Fayoum,2026-04-16,2026,4,3,38.7,18.7,26,Open-Meteo Historical Weather API
Fayoum,2026-04-17,2026,4,3,30.4,21.8,24,Open-Meteo Historical Weather API
Fayoum,2026-04-18,2026,4,3,28.5,20.4,39,Open-Meteo Historical Weather API
Fayoum,2026-04-19,2026,4,3,29.7,16.3,43,Open-Meteo Historical Weather API
Fayoum,2026-04-20,2026,4,0,26.4,15.4,48,Open-Meteo Historical Weather API
Fayoum,2026-04-21,2026,4,0,26.3,14.1,48,Open-Meteo Historical Weather API
Fayoum,2026-04-22,2026,4,0,29.2,14.6,41,Open-Meteo Historical Weather API
Fayoum,2026-04-23,2026,4,0,31.5,15.2,29,Open-Meteo Historical Weather API
Fayoum,2026-04-24,2026,4,3,32.4,17.0,25,Open-Meteo Historical Weather API
Fayoum,2026-04-25,2026,4,3,35.3,16.9,28,Open-Meteo Historical Weather API
Fayoum,2026-04-26,2026,4,3,27.8,17.8,42,Open-Meteo Historical Weather API
Fayoum,2026-04-27,2026,4,3,27.2,17.4,49,Open-Meteo Historical Weather API
Fayoum,2026-04-28,2026,4,1,29.9,16.3,50,Open-Meteo Historical Weather API
Fayoum,2026-04-29,2026,4,0,30.8,16.8,32,Open-Meteo Historical Weather API
Fayoum,2026-04-30,2026,4,0,30.1,16.8,37,Open-Meteo Historical Weather API
Gharbia,2026-04-01,2026,4,61,24.5,18.1,59,Open-Meteo Historical Weather API
Gharbia,2026-04-02,2026,4,63,24.6,14.3,62,Open-Meteo Historical Weather API
Gharbia,2026-04-03,2026,4,2,26.0,12.2,41,Open-Meteo Historical Weather API
Gharbia,2026-04-04,2026,4,0,26.0,12.9,37,Open-Meteo Historical Weather API
Gharbia,2026-04-05,2026,4,0,27.6,12.2,40,Open-Meteo Historical Weather API
Gharbia,2026-04-06,2026,4,3,25.3,12.8,61,Open-Meteo Historical Weather API
Gharbia,2026-04-07,2026,4,51,24.1,13.9,61,Open-Meteo Historical Weather API
Gharbia,2026-04-08,2026,4,2,26.2,13.0,59,Open-Meteo Historical Weather API
Gharbia,2026-04-09,2026,4,3,27.3,11.5,51,Open-Meteo Historical Weather API
Gharbia,2026-04-10,2026,4,1,27.3,12.6,51,Open-Meteo Historical Weather API
Gharbia,2026-04-11,2026,4,2,26.6,13.3,64,Open-Meteo Historical Weather API
Gharbia,2026-04-12,2026,4,0,27.8,12.4,58,Open-Meteo Historical Weather API
Gharbia,2026-04-13,2026,4,1,28.4,13.3,61,Open-Meteo Historical Weather API
Gharbia,2026-04-14,2026,4,3,30.2,13.9,56,Open-Meteo Historical Weather API
Gharbia,2026-04-15,2026,4,3,34.5,16.7,46,Open-Meteo Historical Weather API
Gharbia,2026-04-16,2026,4,3,38.2,17.4,41,Open-Meteo Historical Weather API
Gharbia,2026-04-17,2026,4,2,30.8,22.6,26,Open-Meteo Historical Weather API
Gharbia,2026-04-18,2026,4,51,27.6,18.7,45,Open-Meteo Historical Weather API
Gharbia,2026-04-19,2026,4,1,28.1,14.9,62,Open-Meteo Historical Weather API
Gharbia,2026-04-20,2026,4,1,26.5,14.0,56,Open-Meteo Historical Weather API
Gharbia,2026-04-21,2026,4,2,27.2,14.0,53,Open-Meteo Historical Weather API
Gharbia,2026-04-22,2026,4,0,29.1,13.0,56,Open-Meteo Historical Weather API
Gharbia,2026-04-23,2026,4,0,30.5,13.3,49,Open-Meteo Historical Weather API
Gharbia,2026-04-24,2026,4,3,30.8,14.2,47,Open-Meteo Historical Weather API
Gharbia,2026-04-25,2026,4,3,34.9,15.7,48,Open-Meteo Historical Weather API
Gharbia,2026-04-26,2026,4,3,27.6,17.4,51,Open-Meteo Historical Weather API
Gharbia,2026-04-27,2026,4,51,27.0,16.0,57,Open-Meteo Historical Weather API
Gharbia,2026-04-28,2026,4,3,30.5,16.6,56,Open-Meteo Historical Weather API
Gharbia,2026-04-29,2026,4,2,29.9,15.2,57,Open-Meteo Historical Weather API
Gharbia,2026-04-30,2026,4,3,30.2,15.8,56,Open-Meteo Historical Weather API
Ismailia,2026-04-01,2026,4,55,26.8,18.2,49,Open-Meteo Historical Weather API
Ismailia,2026-04-02,2026,4,55,26.9,17.3,64,Open-Meteo Historical Weather API
Ismailia,2026-04-03,2026,4,3,26.1,14.3,47,Open-Meteo Historical Weather API
Ismailia,2026-04-04,2026,4,2,26.1,14.2,40,Open-Meteo Historical Weather API
Ismailia,2026-04-05,2026,4,3,28.4,12.9,43,Open-Meteo Historical Weather API
Ismailia,2026-04-06,2026,4,3,25.7,13.1,61,Open-Meteo Historical Weather API
Ismailia,2026-04-07,2026,4,51,24.3,13.5,61,Open-Meteo Historical Weather API
Ismailia,2026-04-08,2026,4,3,25.5,13.3,60,Open-Meteo Historical Weather API
Ismailia,2026-04-09,2026,4,3,27.5,12.4,51,Open-Meteo Historical Weather API
Ismailia,2026-04-10,2026,4,3,27.0,13.7,57,Open-Meteo Historical Weather API
Ismailia,2026-04-11,2026,4,3,25.7,13.3,65,Open-Meteo Historical Weather API
Ismailia,2026-04-12,2026,4,1,27.1,13.4,63,Open-Meteo Historical Weather API
Ismailia,2026-04-13,2026,4,3,26.2,13.5,67,Open-Meteo Historical Weather API
Ismailia,2026-04-14,2026,4,3,27.0,13.7,64,Open-Meteo Historical Weather API
Ismailia,2026-04-15,2026,4,3,32.3,15.8,57,Open-Meteo Historical Weather API
Ismailia,2026-04-16,2026,4,0,36.9,16.6,50,Open-Meteo Historical Weather API
Ismailia,2026-04-17,2026,4,2,31.1,23.4,28,Open-Meteo Historical Weather API
Ismailia,2026-04-18,2026,4,3,27.5,20.5,39,Open-Meteo Historical Weather API
Ismailia,2026-04-19,2026,4,2,28.2,15.7,55,Open-Meteo Historical Weather API
Ismailia,2026-04-20,2026,4,1,26.7,14.5,54,Open-Meteo Historical Weather API
Ismailia,2026-04-21,2026,4,1,25.8,13.9,55,Open-Meteo Historical Weather API
Ismailia,2026-04-22,2026,4,3,26.6,14.0,59,Open-Meteo Historical Weather API
Ismailia,2026-04-23,2026,4,1,29.0,12.9,55,Open-Meteo Historical Weather API
Ismailia,2026-04-24,2026,4,3,28.8,13.7,53,Open-Meteo Historical Weather API
Ismailia,2026-04-25,2026,4,3,32.4,14.9,54,Open-Meteo Historical Weather API
Ismailia,2026-04-26,2026,4,3,29.0,18.0,45,Open-Meteo Historical Weather API
Ismailia,2026-04-27,2026,4,53,26.0,14.9,60,Open-Meteo Historical Weather API
Ismailia,2026-04-28,2026,4,0,27.9,14.7,61,Open-Meteo Historical Weather API
Ismailia,2026-04-29,2026,4,3,29.4,14.9,63,Open-Meteo Historical Weather API
Ismailia,2026-04-30,2026,4,3,28.4,15.0,66,Open-Meteo Historical Weather API
Menofia,2026-04-01,2026,4,53,25.2,18.5,55,Open-Meteo Historical Weather API
Menofia,2026-04-02,2026,4,61,24.4,14.3,62,Open-Meteo Historical Weather API
Menofia,2026-04-03,2026,4,3,26.0,12.5,42,Open-Meteo Historical Weather API
Menofia,2026-04-04,2026,4,0,25.9,12.3,39,Open-Meteo Historical Weather API
Menofia,2026-04-05,2026,4,0,28.0,12.8,36,Open-Meteo Historical Weather API
Menofia,2026-04-06,2026,4,3,26.2,12.1,58,Open-Meteo Historical Weather API
Menofia,2026-04-07,2026,4,63,24.3,13.6,60,Open-Meteo Historical Weather API
Menofia,2026-04-08,2026,4,3,25.8,12.8,58,Open-Meteo Historical Weather API
Menofia,2026-04-09,2026,4,3,27.3,11.6,46,Open-Meteo Historical Weather API
Menofia,2026-04-10,2026,4,1,27.3,12.7,47,Open-Meteo Historical Weather API
Menofia,2026-04-11,2026,4,1,27.1,12.7,59,Open-Meteo Historical Weather API
Menofia,2026-04-12,2026,4,0,28.3,12.7,53,Open-Meteo Historical Weather API
Menofia,2026-04-13,2026,4,1,28.7,13.7,58,Open-Meteo Historical Weather API
Menofia,2026-04-14,2026,4,3,30.7,14.0,54,Open-Meteo Historical Weather API
Menofia,2026-04-15,2026,4,3,34.8,16.6,44,Open-Meteo Historical Weather API
Menofia,2026-04-16,2026,4,3,38.3,17.4,38,Open-Meteo Historical Weather API
Menofia,2026-04-17,2026,4,2,30.9,22.4,25,Open-Meteo Historical Weather API
Menofia,2026-04-18,2026,4,51,27.5,19.3,44,Open-Meteo Historical Weather API
Menofia,2026-04-19,2026,4,51,28.0,14.6,59,Open-Meteo Historical Weather API
Menofia,2026-04-20,2026,4,1,26.9,14.0,55,Open-Meteo Historical Weather API
Menofia,2026-04-21,2026,4,3,27.4,13.8,51,Open-Meteo Historical Weather API
Menofia,2026-04-22,2026,4,1,29.2,12.8,53,Open-Meteo Historical Weather API
Menofia,2026-04-23,2026,4,0,30.8,13.2,46,Open-Meteo Historical Weather API
Menofia,2026-04-24,2026,4,3,31.2,14.6,42,Open-Meteo Historical Weather API
Menofia,2026-04-25,2026,4,3,35.1,15.8,45,Open-Meteo Historical Weather API
Menofia,2026-04-26,2026,4,3,27.3,17.3,49,Open-Meteo Historical Weather API
Menofia,2026-04-27,2026,4,51,27.4,16.0,55,Open-Meteo Historical Weather API
Menofia,2026-04-28,2026,4,3,30.9,15.9,54,Open-Meteo Historical Weather API
Menofia,2026-04-29,2026,4,0,30.0,14.3,51,Open-Meteo Historical Weather API
Menofia,2026-04-30,2026,4,2,30.4,15.4,54,Open-Meteo Historical Weather API
Minya,2026-04-01,2026,4,53,34.3,22.8,33,Open-Meteo Historical Weather API
Minya,2026-04-02,2026,4,63,26.4,17.0,60,Open-Meteo Historical Weather API
Minya,2026-04-03,2026,4,3,25.8,14.4,48,Open-Meteo Historical Weather API
Minya,2026-04-04,2026,4,3,25.6,15.1,36,Open-Meteo Historical Weather API
Minya,2026-04-05,2026,4,0,28.5,12.5,27,Open-Meteo Historical Weather API
Minya,2026-04-06,2026,4,0,27.3,12.9,41,Open-Meteo Historical Weather API
Minya,2026-04-07,2026,4,3,27.1,14.5,40,Open-Meteo Historical Weather API
Minya,2026-04-08,2026,4,0,25.2,13.6,46,Open-Meteo Historical Weather API
Minya,2026-04-09,2026,4,3,27.8,12.3,34,Open-Meteo Historical Weather API
Minya,2026-04-10,2026,4,3,28.8,13.9,28,Open-Meteo Historical Weather API
Minya,2026-04-11,2026,4,0,28.6,14.9,33,Open-Meteo Historical Weather API
Minya,2026-04-12,2026,4,0,29.7,14.6,31,Open-Meteo Historical Weather API
